species,study.name,population,id,tag,id.tag,start.date,end.date,mortality.date,start.lat,start.long,end.lat,end.long,start.country,end.country,deployment.duration,fate,age.at.deployment.months,sex,migrant,captive.raised,rehabilitated,how.fate.determined,cause.of.death,transmitter.make.model,transmitter.attachment.method,transmitter.mass.grams,transmitter.mass.grams.binned,mean.GPS.dist.last10fixes,mean.GPS.fixrate.last10fixes,start.country.quant,end.country.quant,n.locs,origin,deployment.duration.months,age.at.fate.months,age.at.fate.simple,population.binned,fate.binned,fate.at.annual.stage,comments
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H94 Blue,171085,H94 Blue_171085,12/13/17 4:06,5/16/19,5/17/19 2:07,32.75212,35.01344,36.91549,31.88493,Israel,Turkey,519.9177315,confirmed dead,19,unknown,Y,Y,N,transmitter recovered,Electrocuted,Ornitela OT-30,legloop,30,30-40g,1.327536422,1.000210648,Israel,Turkey,520,Y,17,36,adult,central & eastern,dead,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH0 Red,190613,IH0 Red_190613,12/15/19 3:35,10/30/20,10/31/20 0:00,32.7521,35.01347,15.7549,22.66235,Israel,NA,320.0013889,alive,7,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.582226343,1.001168981,Israel,Chad,321,Y,10,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH1 Red,190615,IH1 Red_190615,12/16/19 3:35,2/5/20,2/6/20 0:00,32.75208,35.01346,26.45897,38.57135,Israel,Saudi Arabia,50.98680556,confirmed dead,6,unknown,Y,Y,N,carcass found,Probably shot,Ornitela OT-30,legloop,30,30-40g,0.661510187,0.996390046,Israel,Saudi Arabia,52,Y,1,7,juvenile,central & eastern,dead,breeding,"Confirmed dead and almost certainly shot by local collaborators, but the transmitter was never returned"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH3 Red,190610,IH3 Red_190610,12/15/19 3:35,10/26/20,10/31/20 0:00,32.75211,35.01348,14.06319,18.36313,Israel,NA,316.4205324,alive,7,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.750579441,1.696684028,Israel,Chad,299,Y,10,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH4 Red,190614,IH4 Red_190614,12/16/19 3:35,9/29/20,10/31/20 0:00,32.75203,35.01339,24.08796,38.48306,Israel,Saudi Arabia,287.9526389,unknown,6,unknown,Y,Y,N,unknown,,Ornitela OT-30,legloop,30,30-40g,1.55253535,0.999994213,Israel,Saudi Arabia,289,Y,9,15,juvenile,central & eastern,unknown,fall migration,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH7 Red,190612,IH7 Red_190612,12/16/19 3:35,10/27/20,10/31/20 0:00,32.75203,35.01358,30.72225,34.77411,Israel,Egypt,315.9736111,alive,19,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.658507476,1.000092593,Israel,Israel,316,Y,10,29,adult,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH9 Red,190611,IH9 Red_190611,12/16/19 3:35,9/21/20,10/31/20 0:00,32.7521,35.01356,23.44281,30.66092,Israel,NA,280.2547801,alive,18,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,30-40g,2.195675519,2.650672454,Israel,Egypt,281,Y,9,27,adult,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R0,16013,R0_16013,4/5/16 2:36,9/30/16,10/1/16 4:05,32.55884,34.93922,29.51556,33.27859,Israel,Egypt,179.0618403,likely dead,10,unknown,Y,Y,N,inferred from transmissions,unknown,Ornitela OT-30,legloop,30,30-40g,0.115793217,1.100329861,Israel,Egypt,178,Y,5,15,juvenile,central & eastern,dead,fall migration,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R1,16012,R1_16012,4/5/16 2:40,5/3/18,5/4/18 6:40,32.55898,34.93922,14.23023,24.59186,Israel,Sudan,759.1668981,unknown,11,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,30-40g,0.907821379,1.196701389,Israel,Sudan,638,Y,24,35,adult,central & eastern,unknown,non-breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R2,16015,R2_16015,4/5/16 2:41,12/6/17,12/6/17 5:00,32.55887,34.9393,11.29977,26.69971,Israel,NA,1668.003438,alive,11,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.23885596,1.000402778,Israel,Sudan,611,Y,20,31,adult,central & eastern,alive,NA,"Transmitter fell, seen alive June 2019"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R3,16011,R3_16011,4/5/16 2:41,4/13/16,4/14/16 2:49,32.56094,34.93896,32.65054,34.98467,Israel,Israel,9.005555556,confirmed dead,10,unknown,Y,Y,N,transmitter recovered,Probably snake bite,Ornitela OT-30,legloop,30,30-40g,0.029585478,1.000617284,Israel,Israel,9,Y,0,10,juvenile,central & eastern,dead,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R4,16014,R4_16014,4/5/16 2:40,5/24/16,5/25/16 1:52,32.55525,34.93398,36.19831,36.58388,Israel,Turkey,49.96659722,unknown,10,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,30-40g,0.172753896,0.999125,Israel,Turkey,50,Y,1,11,juvenile,central & eastern,unknown,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,White 06,119245,White 06_119245,3/13/13 13:00,8/29/15,8/30/15 0:00,32.75817,35.008,28.08683,33.976,Israel,Egypt,900.7916667,confirmed dead,13,unknown,Y,Y,N,transmitter recovered,drowned,"Microwave Telemetry, 30g Argos/GPS Solar PTTs",backpack,30,30-40g,0.611201877,1,Israel,Egypt,873,Y,29,42,adult,central & eastern,dead,fall migration,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,X34 Blue,16126,X34 Blue_16126,4/16/17 3:34,8/24/18,8/25/18 3:30,32.55899,34.93927,20.56361,40.06383,Israel,Saudi Arabia,495.9977431,unknown,22,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,30-40g,1.550602013,1.00029291,Israel,Saudi Arabia,495,Y,16,38,adult,central & eastern,unknown,fall migration,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,X86 Blue,180321,X86 Blue_180321,12/24/18 4:11,1/2/19,1/3/19 4:14,32.75218,35.01346,32.69992,34.9973,Israel,Israel,10.00262731,confirmed dead,8,unknown,Y,Y,N,transmitter recovered,Electrocuted,Ornitela OT-30,legloop,30,30-40g,0.032389281,1.00026277,Israel,Israel,10,Y,0,8,juvenile,central & eastern,dead,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Yellow 04,119246,Yellow 04_119246,3/16/13 14:00,4/14/15,4/29/15 0:20,32.75233,35.00717,32.75233,35.01417,Israel,Israel,758.5833333,unknown,10,unknown,Y,Y,N,unknown,NA,"Microwave Telemetry, 30g Argos/GPS Solar PTTs",backpack,30,30-40g,0.046454989,1,Israel,Israel,645,Y,24,34,adult,central & eastern,unknown,breeding,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Akev I11 Red,190598,Akev I11 Red_190598,7/17/19 6:22,9/1/19,9/3/19 0:00,30.81602287,34.82748795,30.74139977,32.32299805,Israel,Egypt,48.32475694,confirmed dead,2,unknown,Y,N,N,carcass found,Hit electric wire,Ornitela OT-30,legloop,30,30-40g,0.521024705,1.14971875,Israel,Egypt,38,N,1,3,juvenile,central & eastern,dead,fall migration,"Confirmed dead by collaborators, but the transmitteer was never returned"
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Amud H08 Blue,180318,Amud H08 Blue_180318,8/20/18 14:46,10/30/20,10/31/20 0:00,32.88889694,35.49689102,13.40157795,28.46962357,Israel,NA,801.5179861,alive,54,unknown,Y,N,Y,active,NA,Ornitela OT-30,legloop,30,30-40g,0.040833688,1.000069444,Israel,Sudan,803,N,26,80,adult,central & eastern,alive,NA,"Found not flying, treated for a week at the Is Israel Wildlife Hospital and released. Migrated 2018 and returned to the same area in 2019, seen in a nest with two chicks."
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Amud_L 2019 I12 Red,190601,Amud_L 2019 I12 Red_190601,7/28/19 3:38,10/3/19,10/31/20 0:00,32.89109802,35.5013504,18.89858246,41.89468002,Israel,Saudi Arabia,66.94175926,unknown,3,unknown,Y,N,N,unknown,,Ornitela OT-30,legloop,30,30-40g,1.047315374,0.998891204,Israel,Saudi Arabia,46,N,2,5,juvenile,central & eastern,unknown,fall migration,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Amud_S 2019 I17 Red,190602,Amud_S 2019 I17 Red_190602,7/28/19 3:49,10/13/19,10/1/20 0:00,32.89113998,35.50127411,15.99001312,24.38068962,Israel,Sudan,76.98403935,confirmed dead,3,unknown,Y,N,N,carcass found,Caught and trasnferred to rehab but did not make it,Ornitela OT-30,legloop,30,30-40g,7.82E-05,1.000090278,Israel,Sudan,51,N,2,5,juvenile,central & eastern,dead,fall migration,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Barak I33 Red,200643,Barak I33 Red_200643,7/1/20 14:10,10/30/20,10/31/20 0:00,30.3999691,35.09963226,13.92298698,27.25384903,Israel,NA,120.643206,alive,1,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,1.350682838,4.905324074,Israel,Sudan,73,N,3,4,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,David I03 Red,190591,David I03 Red_190591,8/4/19 6:55,1/4/20,1/5/20 0:00,31.47242165,35.37385941,13.1573,16.53957939,Israel,Chad,152.8965972,confirmed dead,3,unknown,Y,N,N,transmitter recovered,Probably natural,Ornitela OT-30,legloop,30,30-40g,0.383045249,1.000722222,Israel,Chad,153,N,5,8,juvenile,central & eastern,dead,non-breeding,Found dead in a dried-out natural drinking pool. No sighns of human cause of death
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Divshon_L I14 Red,190599,Divshon_L I14 Red_190599,7/21/19 3:57,10/30/20,10/31/20 0:00,30.83724403,34.79572678,12.86786461,16.07866096,Israel,NA,467.0017593,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.324296127,1.000604167,Israel,Chad,467,N,15,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Divshon_S I15 Red,190600,Divshon_S I15 Red_190600,7/21/19 19:00,10/30/20,10/31/20 0:00,30.83708763,34.79575348,14.33442,19.89017,Israel,NA,466.3652315,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.615480793,0.999516204,Israel,Chad,456,N,15,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Ein-Ovdat1 I09 Red,190596,Ein-Ovdat1 I09 Red_190596,7/17/19 3:22,10/24/20,10/31/20 0:00,30.82796,34.76645,14.39953,18.33706,Israel,NA,465.0617477,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.438957559,5.903702546,Israel,Chad,366,N,15,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla 2018 H36 Green,180319,Gamla 2018 H36 Green_180319,7/11/18 13:14,11/7/18,11/8/18 5:44,32.89872,35.76559,10.87575,28.50705,Israel,Sudan,119.6876968,unknown,1,unknown,Y,N,N,unknown,NA,Ornitela OT-30,legloop,30,30-40g,0.838527104,0.980086806,Syrian Arab Republic,Sudan,72,N,3,4,juvenile,central & eastern,unknown,non-breeding,Tagged in the nest
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla 2018 J4107,180322,Gamla 2018 J4107_180322,7/11/18 12:04,10/23/20,10/31/20 0:00,32.89861,35.76423,13.80796,17.92084,Israel,NA,834.6590394,alive,1,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.33213353,1.527527778,Syrian Arab Republic,Chad,822,N,27,28,adult,central & eastern,alive,NA,Tagged in the nest
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla Quarry I07 Red,190594,Gamla Quarry I07 Red_190594,7/14/19 6:05,10/28/20,10/31/20 0:00,32.90808,35.74565,14.08787,26.96059,Israel,NA,471.9041319,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.796207003,1.550101852,Syrian Arab Republic,Sudan,453,N,15,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla Schuna I20 Red,200649,Gamla Schuna I20 Red_200649,7/25/20 17:14,10/30/20,10/31/20 0:00,32.90698,35.73743,12.9907,16.44909,Israel,NA,96.44811343,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.343663473,1.000380787,Syrian Arab Republic,Chad,97,N,3,5,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla Schuna_L I05 Red,190593,Gamla Schuna_L I05 Red_190593,7/14/19 4:02,10/29/20,10/31/20 0:00,32.90719,35.73738,17.95922,31.14209,Israel,NA,473.1676389,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.147267625,1.032907407,Syrian Arab Republic,Sudan,469,N,15,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla Schuna_S I04 Red,190592,Gamla Schuna_S I04 Red_190592,7/14/19 4:01,10/30/20,10/31/20 0:00,32.9072,35.73735,13.33763,17.91631,Israel,NA,473.9947917,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.1356135,1.000125,Syrian Arab Republic,Chad,445,N,15,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gazam I01 Red,190589,Gazam I01 Red_190589,6/19/19 7:07,9/29/19,10/31/20 0:00,30.54387,34.96349,11.63649,40.44796,Israel,Ethiopia,101.8286343,unknown,2,unknown,Y,N,N,unknown,,Ornitela OT-30,legloop,30,30-40g,0.137895434,0.967351852,Israel,Ethiopia,89,N,3,5,juvenile,central & eastern,unknown,non-breeding,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,HBC IB5 Red,190587,HBC IB5 Red_190587,8/28/20 10:34,10/30/20,10/31/20 0:00,32.75244,35.00444,17.95186,31.2604,Israel,NA,62.68739583,alive,37,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,1.242899246,1.000591435,Israel,Sudan,64,N,2,39,adult,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Karbolet_L I22 Red,200651,Karbolet_L I22 Red_200651,7/25/20 5:14,8/22/20,10/31/20 0:00,30.61354,34.98238,28.83003,34.09252,Israel,Egypt,27.88020833,likely dead,2,unknown,Y,N,N,inferred from transmissions,probably human,Ornitela OT-30,legloop,30,30-40g,0.284496036,0.988179398,Israel,Egypt,29,N,0,2,juvenile,central & eastern,dead,fall migration,"A juvenile bird with a transmitter was caught and injured in Yemen. Although the rings and GPS were never recovered, this is the only bird that fits the description and was in yemen at the time."
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Karbolet_S I21 Red,200650,Karbolet_S I21 Red_200650,8/7/20 11:14,10/30/20,10/31/20 0:00,30.61027,34.98283,4.26729,42.37704,Israel,NA,83.62040509,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,1.03575428,0.999862269,Israel,Ethiopia,78,N,2,4,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Maok I37 Red,200647,Maok I37 Red_200647,7/12/20 8:59,9/13/20,10/31/20 0:00,30.61847,35.03293,26.93886,32.44491,Israel,Egypt,62.73851852,unknown,2,unknown,Y,N,N,unknown,,Ornitela OT-30,legloop,30,30-40g,0.86499053,1.000291667,Israel,Egypt,51,N,2,4,juvenile,central & eastern,unknown,fall migration,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Masada I32 Red,200642,Masada I32 Red_200642,7/6/20 19:00,10/30/20,10/31/20 0:00,31.30983,35.35601,13.44043,28.32375,Israel,NA,115.3418056,alive,1,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.269167948,0.99987037,Israel,Sudan,107,N,3,4,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Parzuf_L I35 Red,200645,Parzuf_L I35 Red_200645,7/6/20 5:03,10/30/20,10/31/20 0:00,30.83785,34.79664,12.0209,25.85587,Israel,NA,115.9285995,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.270519258,1.000346065,Israel,Sudan,103,N,3,5,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Parzuf_S I34 Red,200644,Parzuf_S I34 Red_200644,7/7/20 5:11,10/27/20,10/31/20 0:00,30.84306,34.79332,14.1856,27.02482,Israel,NA,112.1219792,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.667487886,1.130394676,Israel,Sudan,80,N,3,5,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Rahaf I02 Red,190590,Rahaf I02 Red_190590,7/22/19 19:00,10/16/20,10/31/20 0:00,31.28691,35.36289,14.8538,30.26328,Israel,NA,451.5930903,alive,3,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.082687232,1.689003472,Israel,Sudan,394,N,14,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Rahaf I36 Red,200646,Rahaf I36 Red_200646,8/7/20 7:18,10/29/20,10/31/20 0:00,31.28736,35.36172,14.29646,19.50972,Israel,NA,82.85403935,alive,3,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.428858298,2.393604167,Israel,Chad,65,N,2,5,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Tlalim C48 Blue,171405,Tlalim C48 Blue_171405,3/18/19 11:30,4/5/20,4/6/20 0:00,30.82187,34.83675,30.83062,34.92199,Israel,Israel,383.625162,confirmed dead,54,unknown,Y,N,Y,transmitter recovered,poisoning,Ornitela OT-30,legloop,30,30-40g,0.065205814,0.999158565,Israel,Israel,385,N,12,66,adult,central & eastern,dead,breeding,"Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released, then poisoned again the following year."
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Yeruham IB2 Red,190605,Yeruham IB2 Red_190605,8/2/20 11:44,10/30/20,10/31/20 0:00,30.82593,34.83571,18.0369,31.50175,Israel,NA,88.63787037,alive,50,unknown,Y,N,Y,active,NA,Ornitela OT-30,legloop,30,30-40g,0.033251883,1.00029874,Israel,Sudan,90,N,2,52,adult,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I18 Red,190603,Zaror I18 Red_190603,8/14/19 6:53,10/23/20,10/31/20 0:00,30.85448,34.78139,14.73606,30.24925,Israel,NA,435.9590162,alive,38,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,1.08273875,1.7246806,Israel,Sudan,432,N,14,52,adult,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I23 Red,190606,Zaror I23 Red_190606,7/30/20 11:46,10/30/20,10/31/20 0:00,30.81629,34.82584,18.27261,35.74442,Israel,NA,91.62501157,alive,13,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.057422718,1.00017352,Israel,Sudan,93,N,3,16,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I24 Red,190607,Zaror I24 Red_190607,7/30/20 11:56,9/3/20,10/31/20 0:00,30.8164,34.82646,16.39495,23.52013,Israel,NA,35.07574074,alive,25,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,2.524425963,5.35065804,Israel,Chad,20,N,1,26,adult,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I25 Red,200652,Zaror I25 Red_200652,8/1/20 11:34,10/14/20,10/31/20 0:00,30.8075,34.81505,14.84634,32.42737,Israel,NA,73.63829861,alive,14,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.000206071,1.00005441,Israel,Sudan,75,N,2,16,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I31 Red,200660,Zaror I31 Red_200660,6/13/20 17:44,8/24/20,10/31/20 0:00,30.83182,34.8186,29.85656,32.74086,Israel,NA,71.3625463,alive,12,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.64340254,1.00213309,Israel,Egypt,73,N,2,14,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zavitan I06 Red,190595,Zavitan I06 Red_190595,7/14/19 8:54,10/27/20,10/31/20 0:00,32.94151,35.70129,12.95975,16.38732,Israel,NA,470.7944676,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.398940608,1.63534721,Syrian Arab Republic,Chad,454,N,15,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zavitan I08 Red,190597,Zavitan I08 Red_190597,7/14/19 11:38,10/30/20,10/31/20 0:00,32.95182,35.68685,13.41957,17.5263,Israel,NA,473.6788194,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.325963674,1.00009033,Syrian Arab Republic,Chad,463,N,15,17,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zavitan I38 Red,200648,Zavitan I38 Red_200648,7/27/20 17:14,10/26/20,10/31/20 0:00,32.95209,35.68681,15.63307,33.68763,Israel,NA,90.40078704,alive,2,unknown,Y,N,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.153221989,1.00010421,Syrian Arab Republic,Sudan,90,N,2,4,juvenile,central & eastern,alive,NA,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,middle east,Chuupa,182258,Chuupa_182258,1/20/19 9:16,10/30/20,10/31/20 0:00,8.856550217,39.91941833,9.73187542,41.25141525,Ethiopia,NA,648.7091782,alive,8,,Y,N,N,active,NA,Ornitela,backpack,30,30-40g,0.004709808,1.000028935,Ethiopia,Ethiopia,650,N,21,29,adult,central & eastern,alive,NA,breeds in central Anatolia
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,middle east,Loma,182260,Loma_182260,12/16/19 3:56,4/14/20,4/15/20 0:00,11.71622,40.97755,36.08807,44.70392,Ethiopia,Iraq,120.875544,confirmed dead,54,,Y,N,N,carcass found,shot,Ornitela,legloop,30,30-40g,0.144018963,0.993917824,Ethiopia,Iraq,121,N,3,57,adult,central & eastern,dead,breeding,"cause of death officially unknown, but circumstances indicate it was shot (picked up within minutes of dying!)"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,middle east,Wesal,182264,Wesal_182264,4/15/19 6:14,12/3/19,12/4/19 0:00,30.69724,35.57994,6.130883,43.56382,Jordan,Ethiopia,232.8148958,confirmed dead,54,,Y,N,Y,carcass found,poisoning,Ornitela,backpack,30,30-40g,0.1103799,1.00035077,Jordan,Ethiopia,233,N,7,61,adult,central & eastern,dead,non-breeding,"confiscated by RSCN in Jordan, rehabilitated for >1 year"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,unknown,Ardi,182265,Ardi_182265,1/24/19 14:29,4/29/20,4/30/20 0:00,11.79798126,41.05654526,20.25676918,43.20938492,Ethiopia,Saudi Arabia,644.481713,confirmed dead,54,unknown,Y,N,N,carcass found,suspected poisoning,Ornitela,backpack,30,30-40g,0.008188836,0.997984954,Ethiopia,Saudi Arabia,462,N,15,69,adult,central & eastern,dead,spring migration,"mortality date in 2019, but still transmitting as of Oct 2020?"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,unknown,Awash,182257,Awash_182257,12/9/19 11:05,7/19/20,7/20/20 0:00,8.922171593,39.92133713,20.63994217,41.80202484,Ethiopia,Saudi Arabia,305.619838,confirmed dead,6,,Y,N,N,carcass found,suspected poisoning,Ornitela,legloop,30,30-40g,0.616618501,1.000693287,Ethiopia,Saudi Arabia,224,N,7,13,juvenile,central & eastern,dead,spring migration,"migrated around Red Sea - young bird, so hard to know its population!"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,unknown,Dalol,182250,Dalol_182250,12/15/19 5:19,10/30/20,10/31/20 0:00,11.71055984,40.97746658,11.65166187,40.93007278,Ethiopia,NA,319.8584722,alive,6,,Y,N,N,active,NA,Ornitela,legloop,30,30-40g,0.015117768,1.000055556,Ethiopia,Ethiopia,321,N,10,16,juvenile,central & eastern,alive,NA,"migrated around Red Sea - young bird, so hard to know its population!"
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 01-Zuri-5533,5533,Guipuzcoa 01-Zuri-5533_5533,7/17/17 8:15,11/26/17,11/27/17 4:00,43.16938,-2.123876,16.3167,-12.31727,Spain,Mauritania,132.8231019,confirmed dead,1,F,Y,N,N,transmitter recovered,unknown,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,40-48g,0.649675296,1,Spain,Mauritania,126,N,4,5,juvenile,western,dead,non-breeding,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 02-Endoia-5534,5534,Guipuzcoa 02-Endoia-5534_5534,7/17/17 13:25,9/7/17,9/11/17 15:00,43.19792,-2.277571,36.33941,-5.968527,Spain,Algeria,51.60783565,likely transmitter failure,1,M,Y,N,N,inferred from transmissions,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,40-48g,1.762002469,1.531577546,Spain,Spain,23,N,1,2,juvenile,western,tx failure,fall migration,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 03-Ekhi-5533,5533,Guipuzcoa 03-Ekhi-5533_5533,7/19/18 16:04,7/28/19,8/5/19 15:44,42.96061,-2.360367,16.57283,-11.38479,Spain,Mauritania,373.747037,unknown,1,M,Y,N,N,unknown,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,40-48g,0.258424651,4.848871528,Spain,Mauritania,285,N,12,13,juvenile,western,unknown,non-breeding,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 01-Brieva-4404,4404,La Rioja 01-Brieva-4404_4404,7/20/16 8:45,3/31/17,4/1/17 18:00,42.16987,-2.769862,16.96502,-11.03883,Spain,Mauritania,254.1249653,unknown,1,M,Y,N,N,unknown,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,40-48g,0.216194146,2.641667824,Spain,Mauritania,201,N,8,9,juvenile,western,unknown,non-breeding,NA
