species,study.name,population,migrant,id,start.date,end.date,tag,id.tag,fate,fate.final,end.country,end.lat,end.long,how.fate.determined.clean,cause.of.death,mortality.date,start.country,sex,age.at.deployment,age.at.deployment.clean,age.at.deployment.month,captive.raised,rehabilitated,n.locs,start.lat,start.long,deployment.duration,data.owner.proofed,mean.GPS.dist.last10fixes.degrees,mean.GPS.dist.last10fixes.meters,mean.GPS.fixrate.last10fixes.days,mean.battery.charge.percent.last10fixes,how.fate.determined,comments
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Spartacus,8/19/10 4:00,1/14/11 5:00,61952,Spartacus_61952,confirmed dead,confirmed dead,Chad,12.459,16.24717,carcass found,shot,1/7/11 0:00,Bulgaria,unknown,juv,juvenile,2,N,N,140,41.64117,25.88117,148.0416667,y,0.017113,1901.684012,1.008333333,NA,carcass retrieved,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Svetlina,8/17/12 10:00,9/5/14 1:00,118152,Svetlina_118152,likely dead,likely dead,Sudan,17.91383,38.27417,inferred from transmissions,unknown,5/31/14 0:00,Bulgaria,unknown,juv,juvenile,2,N,N,750,41.62283,25.8975,748.625,y,0.000096,10.668288,1,NA,static transmission for 3 days,The bird died on 09.06.2014 and since then the transmitter is sending signal from the same location
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Volen,8/16/12 16:00,9/28/14 4:00,118148,Volen_118148,unknown,unknown,Egypt,28.74617,31.9875,unknown,NA,9/28/14 4:00,Bulgaria,unknown,juv,juvenile,2,N,N,773,43.18,27.43567,772.5,y,2.219519,246650.6712,1,NA,unknown,Last locations are from a roosting site in Egypt. No more locations after that. The bird might have died or the transmitter failed
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Zikmund,8/10/18 2:49,9/11/18 0:19,171349,Zikmund_171349,confirmed dead,confirmed dead,Greece,40.96373749,25.64482498,resighted / recaptured,human imprinting,9/11/18 0:19,Bulgaria,F,juv,juvenile,2,Y,N,27,41.63608551,25.85622025,31.89597222,y,0.100827,11204.75742,1.000032407,67.3,recaptured,would have died due to too strong affinity to humans
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Y,2HN,7/20/15 14:00,5/30/19 9:00,137397,2HN_137397,alive,alive,Spain,40.61617,-4.72033,active,NA,5/30/19 9:00,Spain,F,juv,juvenile,2,N,N,1353,40.46833,-3.83983,1409.791667,y,0.137042,15229.16515,0.977453704,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Y,2HP,7/25/16 5:08,5/30/19 0:00,48500703772,2HP_48500703772,alive,alive,Spain,41.132949,-6.149383,active,NA,5/30/19 0:00,Spain,M,juv,juvenile,2,N,N,199,40.95475,-4.100033,1038.786111,y,0.543128,60356.78373,1.099930556,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Y,95N,8/2/18 8:50,5/30/19 2:38,181641,95N_181641,alive,alive,Spain,41.48222351,-3.581470013,active,NA,5/30/19 2:38,Spain,M,ad,adult,54,N,N,302,41.53552246,-3.589221716,300.7418056,y,0.000893,99.279866,0.999998843,98.8,still transmitting,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Y,95P,8/6/18 5:00,5/30/19 5:00,6471,95P_6471,alive,alive,Senegal,14.9075907,-16.1349876,active,NA,5/30/19 5:00,Spain,M,juv,juvenile,3,N,N,294,41.2050675,-4.8270731,296.9997222,y,0.002529,280.992149,0.999979167,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Y,95R,7/26/16 5:00,1/13/18 17:00,5019,95R_5019,likely dead,likely dead,Mauritania,15.5335782,-8.0311031,inferred from transmissions,NA,8/1/17 0:00,Spain,M,juv,juvenile,2,N,N,444,42.330439,-7.2841079,536.4996065,y,0.019178,2131.262347,2.2930625,NA,static transmissions for months,"suspected mortality, same location for a long time"
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Y,9FC,7/20/17 5:00,9/15/17 5:00,5782,9FC_5782,unknown,unknown,Morocco,32.65646,-4.6789209,unknown,NA,9/15/17 5:00,Spain,F,juv,juvenile,2,N,N,52,40.482207,-4.1674682,56.99965278,y,1.277459,141961.4589,0.999930556,NA,very few fixes,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Y,9FH,7/31/17 1:08,1/29/18 0:18,370,9FH_370,unknown,unknown,Mali,13.92329,-12.05638,unknown,NA,1/29/18 0:18,Spain,M,juv,juvenile,2,N,N,175,42.48747,-6.84458,181.9651042,y,0.115248,12807.27074,0.99908912,NA,unknown,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Y,9FJ,7/21/17 5:00,1/26/18 5:00,5783,9FJ_5783,unknown,unknown,Mali,15.3682485,-4.459704,unknown,NA,1/26/18 5:00,Spain,F,juv,juvenile,2,N,N,190,42.3284003,-7.2847455,189,y,0.136369,15154.36189,1,NA,unknown,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Y,Agata,8/26/15 8:00,9/4/15 8:00,119157,Agata_119157,confirmed dead,confirmed dead,NA,36.8275,13.1485,terminated over water,Drop in the sea,8/30/15 0:00,Italy,F,juv,juvenile,3,Y,N,10,37.39733,13.36967,9,y,0.35186,39101.52786,1.002444444,NA,stopped at sea,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Y,Aneta,9/7/15 0:01,10/3/15 0:00,48500502206,Aneta_48500502206,confirmed dead,confirmed dead,NA,33.028566,21.455933,terminated over water,Drop in the sea,9/24/15 0:00,Italy,F,juv,juvenile,3,Y,N,27,39.10625,16.891933,25.99930556,y,0.832991,92568.65241,1.000208333,NA,stopped at sea,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Y,Apollo,7/24/17 23:09,9/27/17 4:48,16093,Apollo_16093,unknown,unknown,Tunisia,34.45599747,9.631937027,unknown,NA,9/27/17 4:48,Italy,M,juv,juvenile,15,Y,N,61,40.24658966,16.10240936,64.23530093,y,0.485605,53964.31289,1.001194444,79,"transmission ceased abruptly while bird was moving. However, might also be a captured bird as signal was lost in an area with low reception (boarder area Algeria / Mali).",NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Y,Carmen,9/7/15 0:01,12/26/15 0:01,48500501963,Carmen_48500501963,confirmed dead,confirmed dead,NA,31.709233,25.805033,terminated over water,unknown,10/17/15 0:00,Italy,F,juv,juvenile,3,Y,N,111,39.106233,16.891899,110,y,0.198258,22032.05381,0.999930556,NA,stopped at sea,looks to have died at see and tx floated long after
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Y,Karel,9/8/15 12:12,10/20/15 8:00,119158,Karel_119158,likely dead,likely dead,Italy,36.75667,15.063,inferred from transmissions,unknown,10/20/15 8:00,Italy,M,juv,juvenile,3,Y,N,42,38.997,16.881,41.82449074,y,0.638094,70910.13648,1.018538194,NA,"stopped near shore, so not confirmed mortality",NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Y,Sara,8/26/15 20:00,5/30/19 4:00,23306,Sara_23306,alive,alive,Italy,40.6455,16.641,active,NA,5/30/19 4:00,Italy,F,juv,juvenile,3,Y,N,1372,39.9165,18.3045,1372.333333,y,0.336434,37387.18243,1,NA,still transmitting,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Y,Tobia,9/7/15 0:01,5/30/19 5:00,48500501945,Tobia_48500501945,alive,alive,Italy,37.492649,14.568049,active,NA,5/30/19 5:00,Italy,M,juv,juvenile,3,Y,N,1349,39.1062,16.891899,1361.207639,y,0.644673,71641.20781,1.020833333,NA,still transmitting,NA
