species,study.name,id,tag,id.tag,fate,how.fate.determined.clean,how.fate.determined,comments,sex,age.at.deployment,captive.raised,rehabilitated,n.locs,start.date,end.date,start.lat,start.long,end.lat,end.long,deployment.duration,cause.of.death,start.country,end.country,age.at.deployment.month,mean.GPS.dist.last10fixes,mean.GPS.fixrate.last10fixes,mean.battery.charge.percent.last10fixes
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Regina,149506,Regina_149506,confirmed dead,inferred from transmissions,inferred from transmissions,Track ends in sea. Captive-bred from Vienna Zoo; originates from Turkish population,F,juv,Y,N,13,8/27/16 4:00,9/8/16 2:00,43.64817,26.0595,36.2745,30.43483,11.91666667,drowned,Bulgaria,NA,2,1.198748949,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Levkipos,118146,Levkipos_118146,confirmed dead,inferred from transmissions,inferred from transmissions,The bird died on 26.01.2015. Since then transmitter was sending signal from the same location,unknown,juv,N,N,1009,8/7/12 16:00,6/19/15 2:00,41.089,26.13933,10.86567,26.57283,1045.416667,unknown,Greece,Sudan,2,5.63E-05,0.994929398,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Svetlina,118152,Svetlina_118152,confirmed dead,inferred from transmissions,inferred from transmissions,The bird died on 09.06.2014 and since then the transmitter is sending signal from the same location,unknown,juv,N,N,750,8/17/12 10:00,9/5/14 1:00,41.62283,25.8975,17.91383,38.27417,748.625,unknown,Bulgaria,Sudan,2,9.60E-05,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Katerina,130671,Katerina_130671,confirmed dead,inferred from transmissions,inferred from transmissions,Bird drowned on the 18/9/2013 although carcass likely washed up on beach in Egypt on the 10/10/2013. Contacted locals to try to find it. Claimed they never did but a year later there were some fixes from Alexandria!!,unknown,juv,N,N,67,8/9/13 13:49,8/31/14 7:00,41.161,26.237,31.15617,29.964,386.7159722,drowned,Greece,Egypt,2,0.121516079,1.370833333,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Red Cliff,130673,Red Cliff_130673,confirmed dead,inferred from transmissions,inferred from transmissions,track ends in sea,unknown,juv,N,N,22,8/28/13 15:00,9/21/13 2:00,40.10867,20.08083,36.49417,22.364,23.45833333,drowned,Albania,NA,2,0.876272453,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Heracles,130676,Heracles_130676,confirmed dead,inferred from transmissions,inferred from transmissions,track ends in sea,unknown,juv,N,N,23,8/22/13 7:00,9/13/13 3:00,39.79217,21.55817,36.212,21.18317,21.83333333,drowned,Greece,NA,2,0.54068719,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Asparuh,131250,Asparuh_131250,confirmed dead,inferred from transmissions,inferred from transmissions,track ends in sea,unknown,juv,N,N,32,8/4/13 12:06,9/12/13 3:00,41.6,25.985,33.7705,20.83933,38.62083333,drowned,Bulgaria,NA,2,1.324309524,1.004166667,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Berenice,130672,Berenice_130672,confirmed dead,inferred from transmissions,inferred from transmissions,track ends in sea,unknown,juv,N,N,37,8/2/13 3:00,9/9/13 12:00,39.8,21.68933,33.83567,23.2085,38.375,drowned,Greece,NA,2,0.758756782,1.247013889,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Arda,118147,Arda_118147,confirmed dead,inferred from transmissions,inferred from transmissions,The bird died on 29.12.2012. Since then it is transmitting from the same location,unknown,juv,N,N,156,8/13/12 0:41,3/5/13 2:00,41.644,25.878,10.79567,28.50933,204.0548611,unknown,Bulgaria,Sudan,2,0.22070278,5.4,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Ikaros,118145,Ikaros_118145,confirmed dead,inferred from transmissions,inferred from transmissions,track ends in sea,unknown,juv,N,N,26,8/12/12 19:00,9/11/12 6:00,39.80383,21.68783,33.834,22.25767,29.45833333,drowned,Greece,NA,2,0.831511009,1.316666667,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Macedonia,61952,Macedonia_61952,confirmed dead,inferred from transmissions,inferred from transmissions,track ends in sea,unknown,juv,N,N,36,8/10/11 5:00,9/18/11 5:00,41.18317,21.717,33.55417,22.33083,39,drowned,The former Yugoslav Republic of Macedonia,NA,2,1.210416433,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Blanka,171345,Blanka_171345,confirmed dead,carcass found,retrieved transmitter and carcass,The bird died on 21.10 in the morning,F,juv,Y,N,79,8/2/18 6:02,10/19/18 0:02,41.64996719,25.84464073,11.90906811,41.59094238,77.7497338,probably injured by people/animals and suffered to death,Bulgaria,Ethiopia,2,0.001756204,1.000011574,100
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Ilin,130675,Ilin_130675,confirmed dead,carcass found,found carcass,"Found dead near the nest, killed by predator",unknown,juv,N,N,24,8/19/13 7:47,10/27/13 17:00,41.762,21.735,41.98833,21.4495,69.38402778,predation,The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia,2,0.157076171,5.603055556,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Ilina,130674,Ilina_130674,confirmed dead,carcass found,found feathers,Most probably killed by Bonneli's eagle,unknown,juv,N,N,48,8/5/13 9:00,10/2/13 6:00,41.769,21.72467,36.37,27.46383,57.875,predation,The former Yugoslav Republic of Macedonia,NA,2,0.571089057,0.998402778,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Spartacus,61952,Spartacus_61952,confirmed dead,carcass found,carcass retrieved,NA,unknown,juv,N,N,140,8/19/10 4:00,1/14/11 5:00,41.64117,25.88117,12.459,16.24717,148.0416667,shot,Bulgaria,Chad,2,0.017112555,1.008333333,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,Apollo,16093,Apollo_16093,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,,M,juv,Y,N,61,7/24/17 23:09,9/27/17 4:48,40.24658966,16.10240936,34.45599747,9.631937027,64.23530093,NA,Italy,Tunisia,1,0.485605004,1.001194444,79
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees,Pyrenees_2015_Imm_wild_EC48601087785,48601087785,Pyrenees_2015_Imm_wild_EC48601087785_48601087785,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,"born wild, found weakened in Western Pyrenees in autumn 2014. kept in rehabilitation whole winter. released in Western Pyrenees in 29/06/2015. last position in Senegal: possible death or transmitter failure",unknown,juv,N,Y,404,6/29/15 0:00,10/28/16 0:01,43.408666,-1.508783,15.982617,-15.830933,487.0006944,NA,France,Senegal,1,0.546455328,1,NA
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,Camaces,17017,Camaces_17017,likely dead,inferred from transmissions,last location by powerline in Morocco,Last location close to power line in Morocco not possible to send field team to investigate,F,juv,N,N,26,7/31/17 12:29,9/11/17 2:12,41.00911331,-6.743571758,34.08429718,-5.792381763,41.57116898,NA,Spain,Morocco,1,1.175786333,0.997916667,100
Neophron percnopterus,Egyptian Vulture wild-birds Israel,Gamla 2018 J4107,180322,Gamla 2018 J4107_180322,alive,active,still transmitting,Tagged in the nest,unknown,juv,N,N,302,7/11/18 12:04,5/29/19 5:08,32.89861298,35.76422882,15.66723537,23.67345619,321.7116551,NA,Syrian Arab Republic,Chad,1,1.51109772,1.793453704,85.3
Neophron percnopterus,Egyptian Vulture wild-birds Israel,Gamla 2018 H36 Green,180319,Gamla 2018 H36 Green_180319,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,Tagged in the nest,unknown,juv,N,N,73,7/11/18 13:14,11/8/18 5:44,32.89871979,35.76559448,10.14315987,29.12295341,119.6876968,NA,Syrian Arab Republic,Sudan,1,0.887647518,1.008082176,98.2
