species,study.name,population,population.binned,migrant,id,start.date,end.date,mortality.date,age.at.deployment.month,deployment.duration,deployment.duartion.month,age.at.fate.month,age.at.fate,age.at.fate.simple,tag,id.tag,start.country,end.country,fate.old,fate.annual.stage,fate.final,fate.final.binned,how.fate.determined.clean,cause.of.death,cause.of.death.simple,death.anthro,sex,age.at.deployment,age.at.deployment.clean,origin,rehabilitated,n.locs,start.lat,start.long,end.lat,end.long,data.owner.proofed,how.fate.determined,comments,lat.mort,long.mort
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,W. Europe,Y,Guipuzcoa 01-Zuri-5533,7/17/17 8:15,11/27/17 4:00,11/27/17 4:00,1,132.8231019,4.42743673,5.42743673,juvenile,juvenile,5533,Guipuzcoa 01-Zuri-5533_5533,Spain,Mauritania,confirmed dead,non-breed.,confirmed dead,dead,transmitter recovered,unknown,unknown,NA,F,juv,juvenile,wild,N,134,43.16938,-2.123876,16.30394,-13.21682,y,"11-28-2017 it begins to appear apparently static 2 km north of Djivol in Mauritania. 12-12-2017 remains of the bird and trasnmiter are found by a local head of the area, notified by Mané. We recovered the device. Cause of death unknown",NA,16.3167,-12.31727
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,W. Europe,Y,BatuecasA,6/15/17 14:48,5/30/19 4:56,5/30/19 4:56,24,713.5889468,23.78629823,47.78629823,immature,adult,17020,BatuecasA_17020,Spain,Spain,alive,NA,alive,alive,active,NA,NA,NA,M,3rd yr,immature,wild,N,715,41.05353546,-6.663703442,41.06195831,-6.769111633,y,still transmitting,NA,41.06277,-6.766273
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,W. Europe,Y,Huebra,6/15/17 14:57,4/16/19 4:48,4/16/19 4:48,24,669.5768056,22.31922685,46.31922685,immature,adult,17021,Huebra_17021,Spain,Spain,confirmed transmitter failure,breeding,confirmed transmitter failure,transmitter failure,resighted / recaptured,NA,NA,NA,M,3rd yr,immature,wild,N,655,41.05710983,-6.660486698,41.02622986,-6.678959846,y,resighted?,NA,41.02536,-6.676615
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,W. Europe,Y,Camaces,7/31/17 12:29,9/11/17 2:12,9/11/17 2:12,1,41.57116898,1.385705633,2.385705633,juvenile,juvenile,17017,Camaces_17017,Spain,Morocco,unknown,fall mig.,unknown,unknown,unknown,NA,NA,NA,F,juv,juvenile,wild,N,26,41.00911331,-6.743571758,34.08429718,-5.792381763,y,unknown,The animal was in a very bad body condition when it was marked. Surely this prevented him from surviving the conditions of the migratory trip when crossing the desert. The team responsible for marking has always ruled out any relationship with that power line.,37.08588,-4.896122
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,W. Europe,Y,80419,8/14/08 6:00,4/10/11 14:00,4/10/11 14:00,54,969.3333333,32.31111111,86.31111111,adult,adult,80419,80419_80419,Spain,Spain,likely transmitter failure,breeding,likely dead,dead,inferred from transmissions,NA,NA,NA,F,ad,adult,wild,N,842,40.8165,-1.838,40.88983,-1.76333,y,long time between last fixesm during which bird moved significant distance,NA,40.88983,-1.76333
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,W. Europe,Y,80420,7/29/09 7:00,8/16/13 10:00,8/16/13 10:00,54,1479.125,49.30416667,103.3041667,adult,adult,80420,80420_80420,Spain,Spain,likely transmitter failure,breeding,likely dead,dead,inferred from transmissions,NA,NA,NA,M,ad,adult,wild,N,1227,40.76933,-2.213,40.73983,-2.18417,y,increasing time between fixes,NA,40.73983,-2.18417
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,W. Europe,Y,89730,7/30/09 0:00,5/14/13 0:00,5/14/13 0:00,54,1384,46.13333333,100.1333333,adult,adult,89730,89730_89730,Spain,Spain,unknown,breeding,likely dead,dead,unknown,NA,NA,NA,F,ad,adult,wild,N,897,40.7375,-2.4555,40.7455,-2.448,y,unknown,NA,40.7455,-2.448
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,W. Europe,Y,89731,7/30/09 0:00,8/29/12 0:00,8/29/12 0:00,54,1126,37.53333333,91.53333333,adult,adult,89731,89731_89731,Spain,Spain,unknown,breeding,likely dead,dead,unknown,NA,NA,NA,M,ad,adult,wild,N,862,40.7845,-2.20067,40.78617,-2.20033,y,unknown,NA,40.78617,-2.20033
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,W. Europe,Y,75658,8/22/09 15:00,2/16/12 12:00,2/16/12 12:00,3,907.875,30.2625,33.2625,immature,adult,75658,75658_75658,Spain,Mali,likely transmitter failure,non-breed.,likely transmitter failure,unknown,inferred from transmissions,NA,NA,NA,F,juv,juvenile,wild,N,777,40.87283,-1.78433,15.41567,-4.51267,y,increasing time between fixes,NA,15.41567,-4.51267
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,W. Europe,Y,75659,7/30/09 19:00,7/26/11 12:00,7/26/11 12:00,54,725.7083333,24.19027778,78.19027778,adult,adult,75659,75659_75659,Spain,Spain,unknown,breeding,unknown,unknown,unknown,NA,NA,NA,F,ad,adult,wild,N,599,40.78217,-2.17733,40.8285,-1.86067,y,unknown,NA,40.8285,-1.86067
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,W. Europe,Y,75657,8/10/07 8:00,11/8/13 6:00,11/8/13 6:00,54,2281.916667,76.0638889,130.0638889,adult,adult,75657,75657_75657,Spain,Mauritania,confirmed dead,non-breed.,confirmed dead,dead,carcass found,unknown,unknown,NA,F,ad,adult,wild,N,1931,40.23383,-0.61467,16.93917,-14.44367,y,unknown,NA,16.93917,-14.44367
Neophron percnopterus,Egyptian vulture in France (grands Causses-Baronnies),western europe,W. Europe,Y,Baronnies_2019_Imm_wild_OR181635_5T,4/1/19 17:25,5/30/19 3:36,5/30/19 3:36,22,58.42417824,1.947472608,23.94747261,immature,adult,181635,Baronnies_2019_Imm_wild_OR181635_5T_181635,France,France,alive,NA,alive,alive,active,NA,NA,NA,unknown,2nd yr,immature,wild,Y,60,44.43438339,5.322945118,43.85716248,5.932906628,y,still transmitting,"born wild, found weakened in Baronnies in autumn 2018. kept in rehabilitation whole winter. released in Baronnies in April 2019",43.81245,6.380483
Neophron percnopterus,Egyptian vulture in France (grands Causses-Baronnies),western europe,W. Europe,Y,Causses_2018_Imm_wild_OR171075_4X,4/5/18 12:00,5/30/19 3:33,5/30/19 3:33,22,419.6479167,13.98826389,35.98826389,immature,adult,171075,Causses_2018_Imm_wild_OR171075_4X_171075,France,Spain,alive,NA,alive,alive,active,NA,NA,NA,unknown,2nd yr,immature,wild,Y,421,44.20375443,3.255665064,36.43340302,-5.97423315,y,still transmitting,"born wild in Gorges de la Dourbie, found weakened in Sept 2017. released in sept 2017, found again. Kept in captivity and rehabilitated the whole winter 2017-2018. released 05/04/2018. recovered again in Dourbie Canyon on 16 May 2018. ",36.41579,-5.939583
Neophron percnopterus,Egyptian vulture Kobierzycki Gardon ,western europe,W. Europe,Y,Gardon_2016_Ad_wild_MW707 ,3/29/16 6:46,5/30/19 1:16,5/30/19 1:16,54,1156.770405,38.5590135,92.5590135,adult,adult,707,Gardon_2016_Ad_wild_MW707 _707,France,France,alive,NA,alive,alive,active,NA,NA,NA,M,ad,adult,wild,N,925,44.2314,4.41436,44.37482,4.43738,y,still transmitting,adult captured at breeding site in Gardon. born in 2009 in Herault and ringed in 2009.,44.37677,4.44777
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees,western europe,W. Europe,Y,Ossau_2018_Ad_wild_OR17996_PC0,4/21/18 3:44,5/30/19 5:59,5/30/19 5:59,54,404.0939468,13.46979823,67.46979823,adult,adult,17996,Ossau_2018_Ad_wild_OR17996_PC0_17996,France,France,alive,NA,alive,alive,active,NA,NA,NA,M,ad,adult,wild,N,307,43.06973267,-0.415683329,43.06936646,-0.424849987,y,still transmitting,Adult caught in Ossau (Castet) 21/04/2018. age unknown,43.07,-0.4258617
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees,western europe,W. Europe,Y,Pyrenees_2015_Imm_wild_EC48601087785,6/29/15 0:00,10/28/16 0:01,10/28/16 0:01,21,487.0006944,16.23335648,37.23335648,immature,adult,48601087785,Pyrenees_2015_Imm_wild_EC48601087785_48601087785,France,Senegal,unknown,non-breed.,unknown,unknown,unknown,NA,NA,NA,unknown,3rd yr,immature,wild,Y,404,43.408666,-1.508783,15.982617,-15.830933,y,unknown,"born wild, found weakened in Western Pyrenees in autumn 2014. kept in rehabilitation whole winter. released in Western Pyrenees in 29/06/2015. last position in Senegal: possible death or transmitter failure",15.98262,-15.83093
Neophron percnopterus,Egyptian vulture Kobierzycki Vaucluse,western europe,W. Europe,Y,Provence_2016_Ad_wild_EO5018_Salome_8P_5018,9/30/16 8:32,5/29/19 6:02,5/29/19 6:02,54,970.8956481,32.36318827,86.36318827,adult,adult,5018,Provence_2016_Ad_wild_EO5018_Salome_8P_5018,France,France,alive,NA,alive,alive,active,NA,NA,NA,F,ad,adult,wild,Y,835,43.8350705,5.3740319,43.6599439,5.0051528,y,still transmitting,errant last point? has a straight shot from Africa back to France,43.72041,5.040174
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,W. Europe,Y,NeoPer_Faia,6/13/17 8:00,5/29/19 6:00,5/29/19 6:00,54,714.9166667,23.83055556,77.83055556,adult,adult,48505476460,NeoPer_Faia_48505476460,Portugal,Spain,alive,NA,alive,alive,active,NA,NA,NA,F,ad,adult,wild,N,716,40.926366,-6.943999,40.962883,-6.871649,y,still transmitting,NA,40.96288,-6.871649
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,W. Europe,Y,NeoPer_Rupis,7/15/16 6:00,5/30/19 5:59,5/30/19 5:59,25,1048.999306,34.96664353,59.96664353,adult,adult,48511694900,NeoPer_Rupis_48511694900,Spain,Spain,alive,NA,alive,alive,active,NA,NA,NA,unknown,3rd yr,immature,wild,N,1004,41.477116,-6.270032,41.447649,-6.339049,y,still transmitting,NA,41.44765,-6.339049
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,W. Europe,Y,NeoPer_Douro,6/13/17 6:00,5/10/19 6:01,5/10/19 6:01,54,696.0006944,23.20002315,77.20002315,adult,adult,48797733050,NeoPer_Douro_48797733050,Spain,Spain,confirmed transmitter failure,breeding,confirmed transmitter failure,transmitter failure,resighted / recaptured,NA,NA,NA,M,ad,adult,wild,N,689,40.9598,-6.833833,41.00625,-6.436266,y,Transmitter detached due to harness failure_Bird was seen incubating at nest several days later identified by colour ring,Transmitter confirmed detached on 7th May 2019_Bird resighted a couple of days later incubating alive and well https://www.4vultures.org/2019/05/28/the-mystery-of-egyptian-vulture-douro-s-lost-gps-transmitter/,41.00625,-6.436266
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,W. Europe,Y,NeoPer_Poiares,6/1/17 12:34,11/18/17 6:59,11/18/17 6:59,54,169.7673611,5.658912037,59.65891204,adult,adult,48797733001,NeoPer_Poiares_48797733001,Portugal,Mali,likely transmitter failure,non-breed.,likely dead,dead,inferred from transmissions,NA,NA,NA,F,ad,adult,wild,Y,171,40.898099,-6.9674,14.0555,-11.874966,y,two isolated GPS locations from April 2018 indciated the bird was close to the 2017 nest site after several months of no data_Bird never resighted so fate is unknown,Bird was found weak May29th_taken to rehab centre for 3 days treatment and released at Penedo do Durao on 3rd June. Data transmissions were erratic from winter 2017-18_two isolated GPS locations received from summer range after months of receiving no data. Bird never resighted since. Suspected transmitter failure. ,14.0555,-11.87497
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,W. Europe,Y,NeoPer_Bruco,7/20/17 6:00,1/4/18 6:00,1/4/18 6:00,37,168,5.6,42.6,immature,adult,48505470927,NeoPer_Bruco_48505470927,Spain,Mali,unknown,non-breed.,likely dead,dead,unknown,NA,NA,NA,M,4th yr,immature,wild,N,164,41.195016,-6.680866,13.897483,-9.689316,y,unknown,Fate unknown - data stopped transmitting in south-central Mali,13.89748,-9.689316
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,W. Europe,Y,2HN,7/20/15 14:00,5/30/19 9:00,5/30/19 9:00,2,1409.791667,46.99305557,48.99305557,immature,adult,137397,2HN_137397,Spain,Spain,alive,NA,alive,alive,active,NA,NA,NA,F,juv,juvenile,wild,N,1353,40.46833,-3.83983,40.61617,-4.72033,y,still transmitting,NA,40.61617,-4.72033
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,W. Europe,Y,2HP,7/25/16 5:08,5/30/19 0:00,5/30/19 0:00,2,1038.786111,34.6262037,36.6262037,immature,adult,48500703772,2HP_48500703772,Spain,Spain,alive,NA,alive,alive,active,NA,NA,NA,M,juv,juvenile,wild,N,199,40.95475,-4.100033,41.132949,-6.149383,y,still transmitting,NA,41.13295,-6.149383
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,W. Europe,Y,95N,8/2/18 8:50,5/30/19 2:38,5/30/19 2:38,54,300.7418056,10.02472685,64.02472685,adult,adult,181641,95N_181641,Spain,Spain,alive,NA,alive,alive,active,NA,NA,NA,M,ad,adult,wild,N,302,41.53552246,-3.589221716,41.48222351,-3.581470013,y,still transmitting,NA,41.47945,-3.582363
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,W. Europe,Y,95P,8/6/18 5:00,5/30/19 5:00,5/30/19 5:00,3,296.9997222,9.89999074,12.89999074,juvenile,juvenile,6471,95P_6471,Spain,Senegal,alive,NA,alive,alive,active,NA,NA,NA,M,juv,juvenile,wild,N,294,41.2050675,-4.8270731,14.9075907,-16.1349876,y,still transmitting,NA,14.89883,-16.14392
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,W. Europe,Y,95R,7/26/16 5:00,1/13/18 17:00,8/1/17 0:00,2,536.4996065,17.88332022,19.88332022,immature,adult,5019,95R_5019,Spain,Mauritania,likely dead,non-breed.,likely dead,dead,inferred from transmissions,NA,NA,NA,M,juv,juvenile,wild,N,444,42.330439,-7.2841079,15.5335782,-8.0311031,y,static transmissions for months,"suspected mortality, same location for a long time",15.22086,-4.696387
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,W. Europe,Y,9FC,7/20/17 5:00,9/15/17 5:00,9/15/17 5:00,2,56.99965278,1.899988426,3.899988426,juvenile,juvenile,5782,9FC_5782,Spain,Morocco,unknown,fall mig.,unknown,unknown,unknown,NA,NA,NA,F,juv,juvenile,wild,N,52,40.482207,-4.1674682,32.65646,-4.6789209,y,very few fixes,NA,34.52032,-4.935395
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,W. Europe,Y,9FH,7/31/17 1:08,1/29/18 0:18,1/29/18 0:18,2,181.9651042,6.065503473,8.065503473,juvenile,juvenile,370,9FH_370,Spain,Mali,unknown,non-breed.,unknown,unknown,unknown,NA,NA,NA,M,juv,juvenile,wild,N,175,42.48747,-6.84458,13.92329,-12.05638,y,unknown,NA,14.1019,-12.12526
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,W. Europe,Y,9FJ,7/21/17 5:00,1/26/18 5:00,1/26/18 5:00,2,189,6.3,8.3,juvenile,juvenile,5783,9FJ_5783,Spain,Mali,unknown,non-breed.,unknown,unknown,unknown,NA,NA,NA,F,juv,juvenile,wild,N,190,42.3284003,-7.2847455,15.3682485,-4.459704,y,unknown,NA,15.36824,-4.459707
