species,study.name,population,id,tag,id.tag,fate,fate.final,how.fate.determined.clean,cause.of.death,start.date,end.date,mortality.date,migrant,start.country,end.country,sex,age.at.deployment,age.at.deployment.clean,age.at.deployment.month,captive.raised,rehabilitated,n.locs,start.lat,end.lat,start.long,end.long,deployment.duration,data.owner.proofed,mean.GPS.dist.last10fixes.degrees,mean.GPS.dist.last10fixes.meters,mean.GPS.fixrate.last10fixes.days,mean.battery.charge.percent.last10fixes,how.fate.determined,comments
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,MooMoo,157419,MooMoo_157419,likely dead,likely dead,inferred from transmissions,unknown,5/18/16 18:00,03/07/2018 12:00,NA,Y,United States,NA,M,ad,adult,54,N,N,617,33.428,9.374,-112.69567,-75.76617,657.75,y,0.004066,451.834891,4.8,NA,transmission from same location over several months before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Morongo,57957,Morongo_57957,confirmed dead,confirmed dead,transmitter recovered,collision with vehicle,3/18/06 23:00,5/26/09 2:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,1132,34.0485,43.43183,-116.5696667,-123.31617,1164.125,y,0.000204,22.620771,1.608333333,NA,transmitter recovered,tagged on migration
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,NeoPer_Bruco,48505470927,NeoPer_Bruco_48505470927,unknown,likely dead,unknown,NA,7/20/17 6:00,01/04/2018 06:00,01/04/2018 06:00,Y,Spain,Mali,M,4th yr,immature,37,N,N,164,41.195016,13.897483,-6.680866,-9.689316,168,y,0.066386,7377.289511,1,NA,unknown,Fate unknown - data stopped transmitting in south-central Mali
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,NeoPer_Douro,48797733050,NeoPer_Douro_48797733050,confirmed transmitter failure,confirmed transmitter failure,resighted / recaptured,NA,6/13/17 6:00,05/10/2019 06:01,05/10/2019 06:01,Y,Spain,Spain,M,ad,adult,54,N,N,689,40.9598,41.00625,-6.833833,-6.436266,696.0006944,y,0.121964,13553.6684,1.510277778,NA,Transmitter detached due to harness failure_Bird was seen incubating at nest several days later identified by colour ring,Transmitter confirmed detached on 7th May 2019_Bird resighted a couple of days later incubating alive and well https://www.4vultures.org/2019/05/28/the-mystery-of-egyptian-vulture-douro-s-lost-gps-transmitter/
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,NeoPer_Faia,48505476460,NeoPer_Faia_48505476460,alive,alive,active,NA,6/13/17 8:00,5/29/19 6:00,5/29/19 6:00,Y,Portugal,Spain,F,ad,adult,54,N,N,716,40.926366,40.962883,-6.943999,-6.871649,714.9166667,y,0.071187,7910.842932,0.987569444,NA,still transmitting,NA
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,NeoPer_Poiares,48797733001,NeoPer_Poiares_48797733001,likely transmitter failure,likely dead,inferred from transmissions,NA,06/01/2017 12:34,11/18/17 6:59,11/18/17 6:59,Y,Portugal,Mali,F,ad,adult,54,N,Y,171,40.898099,14.0555,-6.9674,-11.874966,169.7673611,y,2.887946,320931.6343,14.685625,NA,two isolated GPS locations from April 2018 indciated the bird was close to the 2017 nest site after several months of no data_Bird never resighted so fate is unknown,Bird was found weak May29th_taken to rehab centre for 3 days treatment and released at Penedo do Durao on 3rd June. Data transmissions were erratic from winter 2017-18_two isolated GPS locations received from summer range after months of receiving no data. Bird never resighted since. Suspected transmitter failure. 
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,NeoPer_Rupis,48511694900,NeoPer_Rupis_48511694900,alive,alive,active,NA,7/15/16 6:00,5/30/19 5:59,5/30/19 5:59,Y,Spain,Spain,unknown,3rd yr,immature,25,N,N,1004,41.477116,41.447649,-6.270032,-6.339049,1048.999306,y,0.018979,2109.110869,1,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Odiseas,118149,Odiseas_118149,confirmed dead,confirmed dead,carcass found,exhaustion,09/11/2012 14:00,9/16/12 10:00,9/16/12 10:00,NA,Greece,Greece,unknown,juv,juvenile,3,N,Y,6,41.10467,41.09317,26.24133,26.24183,4.833333333,y,0.0027,300.042711,0.972222222,NA,carcass retrieved,Found dead near Dadia; This individual was rescued before tagging; Probable reason of death - bad physical condition
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Orada,48500703778,Orada_48500703778,unknown,unknown,unknown,NA,7/21/15 12:08,02/10/2017 00:00,02/10/2017 00:00,Y,Armenia,Ethiopia,unknown,2nd yr,immature,13,N,N,571,39.511333,9.370999,46.398683,40.442116,569.4944444,y,0.086909,9658.042355,1.000069444,NA,unknown,NA
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees,western europe,Ossau_2018_Ad_wild_OR17996_PC0,17996,Ossau_2018_Ad_wild_OR17996_PC0_17996,alive,alive,active,NA,4/21/18 3:44,5/30/19 5:59,5/30/19 5:59,Y,France,France,M,ad,adult,54,N,N,307,43.06973267,43.06936646,-0.415683329,-0.424849987,404.0939468,y,0.005853,650.38451,0.990020833,48.9,still transmitting,Adult caught in Ossau (Castet) 21/04/2018. age unknown
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Ozzie,127781,Ozzie_127781,likely dead,likely dead,inferred from transmissions,unknown,06/04/2013 13:00,05/12/2014 16:00,NA,Y,Canada,Canada,F,ad,adult,54,N,N,337,53.0045,53.00483,-106.313,-106.31283,342.125,y,0.029092,3232.980894,1.004166667,NA,transmission from same location over 3 days before ceasing,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Panteley,171360,Panteley_171360,alive,alive,active,NA,5/16/18 0:28,5/30/19 1:16,5/30/19 1:16,Y,Bulgaria,Bulgaria,M,2nd yr,immature,11,Y,N,379,41.59446335,41.59857941,25.64143372,23.84302521,379.0337847,y,0.783109,87025.34462,0.997462963,91.8,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Paschalis,130670,Paschalis_130670,confirmed dead,confirmed dead,transmitter recovered,hunting,8/13/13 0:47,03/02/2014 03:00,2/15/14 0:00,Y,Greece,Niger,unknown,juv,juvenile,2,N,N,197,41.158,14.21717,25.834,9.96533,201.0923611,y,0.043287,4810.388401,1,NA,"tag retrieved, asked locals",Killed by Nigerian hunter on 27.2.2014; exported to be sold in Nigeria
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Picket Post,171646,Picket Post_171646,alive,alive,active,NA,9/17/18 0:00,5/30/19 3:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,247,33.28333,33.3095,-111.1445,-111.06483,255.125,y,0.014257,1584.357119,1.429166667,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Polya,171356,Polya_171356,alive,alive,active,NA,5/16/18 0:14,5/30/19 1:56,5/30/19 1:56,Y,Bulgaria,Sudan,F,2nd yr,immature,11,Y,N,380,41.59454346,16.45769691,25.64137459,33.92584229,379.0704282,y,0.142734,15861.74873,0.99962037,83.8,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Prado,57954,Prado_57954,likely transmitter failure,likely transmitter failure,inferred from transmissions,NA,11/02/2005 15:00,07/07/2009 00:00,NA,N,United States,United States,unknown,ad,adult,54,N,N,1165,33.9125,33.6615,-117.6161667,-117.82783,1342.375,y,0.194294,21591.45674,5.025,NA,increasing time between fixes,NA
Neophron percnopterus,Egyptian vulture Kobierzycki Vaucluse,western europe,Provence_2016_Ad_wild_EO5018_Salome_8P_5018,5018,Provence_2016_Ad_wild_EO5018_Salome_8P_5018,alive,alive,active,NA,9/30/16 8:32,5/29/19 6:02,5/29/19 6:02,Y,France,France,F,ad,adult,54,N,Y,835,43.8350705,43.6599439,5.3740319,5.0051528,970.8956481,y,0.020415,2268.73235,0.994827546,NA,still transmitting,errant last point? has a straight shot from Africa back to France
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees,western europe,Pyrenees_2015_Imm_wild_EC48601087785,48601087785,Pyrenees_2015_Imm_wild_EC48601087785_48601087785,unknown,unknown,unknown,NA,6/29/15 0:00,10/28/16 0:01,10/28/16 0:01,Y,France,Senegal,unknown,3rd yr,immature,21,N,Y,404,43.408666,15.982617,-1.508783,-15.830933,487.0006944,y,0.546455,60726.48769,1,NA,unknown,"born wild, found weakened in Western Pyrenees in autumn 2014. kept in rehabilitation whole winter. released in Western Pyrenees in 29/06/2015. last position in Senegal: possible death or transmitter failure"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,horn of africa,Qero,182266,Qero_182266,alive,alive,active,NA,1/22/19 12:00,5/30/19 1:37,5/30/19 1:37,NA,Ethiopia,Ethiopia,M,2nd yr,immature,7,N,N,129,8.905138016,10.7673769,39.77139664,40.65172958,127.5673148,y,0.011428,1270.002122,0.999905093,100,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Queen Creek,175728,Queen Creek_175728,unknown,unknown,unknown,NA,9/18/18 0:00,11/30/18 0:00,NA,Y,United States,Mexico,unknown,ad,adult,54,N,N,73,33.29217,19.46017,-111.07217,-102.5695,73,y,0.060856,6762.807568,1.1,NA,unknown,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R0,16013,R0_16013,unknown,unknown,unknown,NA,04/05/2016 02:36,10/01/2016 04:05,10/01/2016 04:05,NA,Israel,Egypt,unknown,299,juv,10,Y,N,179,32.55883789,29.45985413,34.93921661,33.30299377,179.0618403,y,0.08167,9075.836762,1.100430556,56.9,Last location in a house,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R1,16012,R1_16012,unknown,unknown,unknown,NA,04/05/2016 02:40,05/04/2018 06:40,05/04/2018 06:40,Y,Israel,Sudan,unknown,324,immature,11,Y,N,639,32.55897522,14.22767544,34.93922043,24.59109688,759.1668981,y,0.818445,90952.12562,1.183425926,75.8,unknown,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R2,16015,R2_16015,confirmed transmitter failure,confirmed transmitter failure,resighted / recaptured,NA,04/05/2016 02:41,12/06/2017 05:00,12/06/2017 05:00,Y,Israel,Sudan,unknown,305,immature,11,Y,N,386,32.55886841,11.31221867,34.93929672,26.67757416,610.0966667,y,0.249409,27716.33169,0.999216435,83.6,still transmitting,"Age units are days, transmitter fell, seen alive June 2019"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R3,16011,R3_16011,confirmed dead,confirmed dead,transmitter recovered,Probably snake bite,04/05/2016 02:41,4/14/16 2:49,4/14/16 2:49,NA,Israel,Israel,unknown,293,juv,10,Y,N,10,32.56093979,32.55176544,34.93896103,34.95930481,9.005555556,y,0.03385,3761.653129,1.000416667,70.3,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R4,16014,R4_16014,unknown,unknown,unknown,NA,04/05/2016 02:40,5/25/16 1:52,5/25/16 1:52,Y,Israel,Turkey,unknown,292,juv,10,Y,N,51,32.55524826,36.21194458,34.93397522,36.59433746,49.96659722,y,0.202438,22496.53006,0.9990625,99.8,"Last location hostile, no data for a long period",Age units are days
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Ranger,65543,Ranger_65543,unknown,unknown,unknown,NA,08/05/2007 17:00,12/01/2007 00:00,NA,Y,Canada,Mexico,unknown,ad,adult,54,N,N,119,53.6255,18.139,-107.7613333,-95.988,117.2916667,y,0.558666,62083.44703,1.008333333,NA,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Red Cliff,130673,Red Cliff_130673,confirmed dead,confirmed dead,terminated over water,drowned,8/28/13 15:00,9/21/13 2:00,9/21/13 2:00,Y,Albania,NA,unknown,juv,juvenile,2,N,N,22,40.10867,36.49417,20.08083,22.364,23.45833333,y,0.876272,97378.40516,1,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Regina,149506,Regina_149506,likely dead,likely dead,inferred from transmissions,drowned,8/27/16 4:00,09/08/2016 02:00,09/08/2016 02:00,Y,Bulgaria,NA,F,juv,juvenile,2,Y,N,13,43.64817,36.2745,26.0595,30.43483,11.91666667,y,1.198749,133214.5732,1,NA,ceased near sea,Track ends in sea. Captive-bred from Vienna Zoo; originates from Turkish population
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Ricky,127779,Ricky_127779,confirmed dead,confirmed dead,transmitter recovered,unknown,08/09/2013 23:00,2/27/14 1:00,NA,Y,Canada,Costa Rica,unknown,juv,juvenile,2,N,N,176,53.005,10.44183,-106.31233,-85.39833,201.0833333,y,0.029298,3255.850147,1,NA,transmitter recovered,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Rosalie,57956,Rosalie_57956,unknown,unknown,unknown,NA,3/19/06 0:00,3/27/10 6:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,1453,34.05166667,44.163,-116.5726667,-123.301,1469.25,y,1.29554,143970.7383,1,NA,unknown,tagged on migration
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Sabado,84797,Sabado_84797,confirmed dead,confirmed dead,transmitter recovered,unknown,03/07/2009 15:49,4/13/09 0:00,NA,Y,Argentina,Argentina,unknown,ad,adult,54,N,N,38,-36.897,-30.2602,-64.2325,-63.0536,36.34097222,y,0.663057,73684.19652,1,NA,transmitter recovered,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sanie,131249,Sanie_131249,unknown,unknown,unknown,unknown,08/01/2013 02:00,10/03/2016 01:00,10/03/2016 01:00,Y,Bulgaria,Ethiopia,unknown,juv,juvenile,2,N,N,1152,41.6415,13.04167,25.88183,40.399,1158.958333,y,0.469944,52223.93772,1,NA,unknown,Since 04.10 the transmitter sending signal from the same location
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Sara,23306,Sara_23306,alive,alive,active,NA,8/26/15 20:00,5/30/19 4:00,5/30/19 4:00,Y,Italy,Niger,F,juv,juvenile,3,Y,N,1372,39.9165,40.6455,18.3045,16.641,1372.333333,y,0.336434,37387.18243,1,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Sarkis,57955,Sarkis_57955,likely dead,likely dead,inferred from transmissions,unknown,2/20/06 3:00,02/08/2008 03:00,NA,Y,United States,Mexico,unknown,ad,adult,54,N,N,490,33.765,26.96567,-117.8061667,-108.593,718,y,1.803352,200402.9473,29.17083333,NA,transmission from same location over several months before ceasing,NA
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Sarygush,117,Sarygush_117,likely dead,likely dead,inferred from transmissions,Caught by poachers and sold in the market,7/23/17 8:18,9/29/17 11:13,9/17/17 0:00,Y,Russia,Iraq,unknown,juv,juvenile,1,N,N,47,42.98449,34.69167,47.18051,44.03076,68.12152778,y,0.87076,96765.8235,1.739444444,NA,static transmission for >10 days,Tagged in the nest
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Schaumboch,42500,Schaumboch_42500,unknown,unknown,unknown,NA,9/14/04 14:00,05/04/2006 13:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,431,40.83283,41.36,-75.02,-73.58166667,596.9583333,y,0.033552,3728.589437,2.191666667,NA,unknown,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Segev-Shalom 2019 I00,190588,Segev-Shalom 2019 I00_190588,likely dead,likely dead,inferred from transmissions,NA,4/18/19 7:40,4/26/19 3:09,4/26/19 3:09,NA,Jordan,Saudi Arabia,unknown,3rd yr,immature,22,N,Y,9,30.7135601,29.00510406,35.41505814,41.50872803,7.811944444,y,1.083355,120391.0982,0.978616255,95.77777778,"Transmitted from same location in SA-Iraq border for a few weeks, after roosting on what seems like a military antena","Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released."
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Serhat,10007,Serhat_10007,unknown,unknown,unknown,NA,6/17/14 15:59,10/30/14 1:12,10/30/14 1:12,Y,Turkey,Ethiopia,unknown,5th yr,adult,54,N,N,124,40.19459,10.5359,43.63137,40.455,134.3840278,y,0.233944,25997.73283,0.919791667,NA,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sharka,182256,Sharka_182256,confirmed dead,confirmed dead,carcass found,killed by predator,5/15/19 1:04,5/16/19 1:03,5/16/19 1:03,NA,Bulgaria,Bulgaria,unknown,2nd yr,immature,11,Y,N,2,41.59423447,41.59809494,25.64156151,25.6211338,0.999247685,y,0.011522,1280.383144,0.983831019,99,carcass found,Killed by predator 3 days after the release
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Sill,57952,Sill_57952,unknown,unknown,unknown,exploded ordinance,6/19/05 17:00,10/30/05 0:00,NA,Y,Canada,United States,unknown,ad,adult,54,N,N,134,51.59016667,34.81666667,-106.398,-98.74333333,132.2916667,y,0.737397,81945.45871,1,NA,unknown,last location on army base where ordinance had exploded
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Simona,136415,Simona_136415,confirmed dead,confirmed dead,transmitter recovered,"likely poisoned, carcass found next to dead sheep along with another Turkey Vulture and two Chimango Caracaras",1/31/16 11:00,03/11/2017 00:00,NA,Y,Argentina,Argentina,unknown,ad,adult,54,N,N,406,-41.143,-41.26617,-71.23967,-68.764,404.5416667,y,0.040067,4452.599803,1,NA,transmitter recovered,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Spartacus,61952,Spartacus_61952,confirmed dead,confirmed dead,carcass found,shot,8/19/10 4:00,1/14/11 5:00,01/07/2011 00:00,Y,Bulgaria,Chad,unknown,juv,juvenile,2,N,N,140,41.64117,12.459,25.88117,16.24717,148.0416667,y,0.017113,1901.684012,1.008333333,NA,carcass retrieved,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Steamhouse 1,85753,Steamhouse 1_85753,likely dead,likely dead,inferred from transmissions,NA,5/22/09 15:25,3/17/12 21:01,NA,Y,Canada,Venezuela,M,ad,adult,54,N,N,905,52.3406,8.7276,-107.2494,-67.7973,1030.232905,y,0.000091,10.068197,2.425,NA,transmission from same location over 1month before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Steamhouse 2,85754,Steamhouse 2_85754,unknown,unknown,unknown,NA,5/23/09 2:20,12/01/2013 00:01,NA,Y,Canada,Venezuela,F,ad,adult,54,N,N,1614,52.3406,9.0316,-107.2466,-71.4067,1652.903449,y,0.83941,93281.95926,1,NA,unknown,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Superior,171645,Superior_171645,alive,alive,active,NA,9/16/18 21:00,5/30/19 0:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,256,33.283,33.3295,-111.14467,-111.17533,255.125,y,0.034996,3889.019263,1,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Svetlina,118152,Svetlina_118152,likely dead,likely dead,inferred from transmissions,unknown,8/17/12 10:00,09/05/2014 01:00,5/31/14 0:00,Y,Bulgaria,Sudan,unknown,juv,juvenile,2,N,N,750,41.62283,17.91383,25.8975,38.27417,748.625,y,0.000096,10.668288,1,NA,static transmission for 3 days,The bird died on 09.06.2014 and since then the transmitter is sending signal from the same location
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Tesla,127590,Tesla_127590,confirmed dead,confirmed dead,transmitter recovered,unknown,5/13/13 19:14,04/04/2014 01:31,NA,Y,United States,United States,unknown,ad,adult,54,N,N,320,40.6388,37.1723,-76.0183,-77.9549,325.261875,y,1.028751,114323.0398,0.996793981,NA,transmitter recovered,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Tintin,163487,Tintin_163487,alive,alive,active,NA,1/22/17 19:00,5/28/19 18:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,854,33.42833,37.12217,-112.696,-119.77867,855.9583333,y,0.020929,2325.756461,1.016666667,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Tire Pile,135429,Tire Pile_135429,alive,alive,active,NA,5/17/14 17:00,5/28/19 0:00,NA,Y,United States,United States,F,ad,adult,54,N,N,1801,33.38883,33.42067,-112.68033,-112.42983,1836.291667,y,0.060591,6733.385319,1.120833333,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,TK Red River,127773,TK Red River_127773,unknown,unknown,unknown,NA,5/24/13 20:00,10/09/2013 00:00,NA,Y,United States,Mexico,F,ad,adult,54,N,N,139,32.88683,22.9985,-112.03733,-105.5965,137.1666667,y,1.413462,157075.2321,1,NA,unknown,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Tlalim C48 Blue,171405,Tlalim C48 Blue_171405,alive,alive,active,NA,3/18/19 11:30,5/30/19 2:11,5/30/19 2:11,NA,Israel,Israel,unknown,ad,adult,54,N,Y,74,30.8218708,31.01068306,34.83675003,34.88015747,72.61133102,y,0.000862,95.799337,0.999690972,100,still transmitting,"Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released."
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Tobia,48500501945,Tobia_48500501945,alive,alive,active,NA,09/07/2015 00:01,5/30/19 5:00,5/30/19 5:00,Y,Italy,Mali,M,juv,juvenile,3,Y,N,1349,39.1062,37.492649,16.891899,14.568049,1361.207639,y,0.644673,71641.20781,1.020833333,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Tommy,139250,Tommy_139250,likely dead,likely dead,inferred from transmissions,unknown,08/04/2014 18:00,2/13/15 18:00,NA,Y,United States,Guatemala,M,ad,adult,54,N,N,194,46.732,14.6705,-92.2015,-91.97367,193,y,0.075364,8375.05137,1.0125,NA,transmission from same location over 3 days before ceasing,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Tuzluca,209,Tuzluca_209,unknown,unknown,unknown,NA,6/22/13 1:14,10/05/2016 00:29,10/05/2016 00:29,Y,Turkey,Saudi Arabia,unknown,ad,adult,54,N,N,1193,40.081,19.86006,43.66704,41.10614,1200.968542,y,1.786326,198510.8382,0.999340278,NA,entered no GSM area,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Two-thirds,136412,Two-thirds_136412,alive,alive,active,NA,11/18/14 18:00,5/30/19 0:00,NA,Y,Argentina,Brazil,M,ad,adult,54,N,N,1640,-41.187,-30.1075,-71.144,-56.80817,1653.25,y,0.179275,19922.44564,1,NA,still transmitting,NA
Cathartes aura,Vulture Movements,north america - eastern,VAJ_TV,613,VAJ_TV_613,alive,alive,active,NA,4/19/16 0:00,5/30/19 0:04,NA,N,United States,United States,M,2nd yr,immature,10,N,N,1134,30.52352,30.72155,-86.49591,-86.4449,1136.002674,y,0.189581,21067.71125,1.00080787,NA,still transmitting,NA
Cathartes aura,Vulture Movements,north america - eastern,VAM_TV,614,VAM_TV_614,unknown,unknown,unknown,suspected vehicle collision,4/19/16 0:22,5/28/18 0:20,NA,N,United States,United States,F,3rd yr,adult,22,N,N,768,30.52316,30.7399,-86.49572,-86.18094,768.9983912,y,0.050882,5654.459792,1.00121412,NA,last location in middle of Hwy 331,"bird and transmitter NOT found at last location, unknown fate of both"
Cathartes aura,Vulture Movements,north america - eastern,VAT_TV,615,VAT_TV_615,confirmed dead,confirmed dead,carcass found,suspected vehicle collision,4/19/16 0:01,11/29/16 0:18,NA,N,United States,United States,F,3rd yr,adult,22,N,N,212,30.52321,29.65289,-86.49575,-82.28752,224.0116898,y,0.00025,27.836897,0.998834491,NA,transmitter recovered from dead bird,"transmitter recovered from last location, refurbished"
Cathartes aura,Vulture Movements,north america - eastern,VLP_TV,615,VLP_TV_615,confirmed dead,confirmed dead,carcass found,suspected vehicle collision,12/08/2016 00:18,4/17/19 1:13,NA,Y,United States,United States,unknown,2nd yr,immature,18,N,N,858,27.85224,39.18355,-82.53398,-82.75388,860.0380556,y,0.099546,11062.29444,1.003574074,NA,bird and tag photographed on roadside,"bird and transmitter found by passing motorist, called number on back of tag; tag, transmitter, and wings sent (for pentosidine sampling)"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Volen,118148,Volen_118148,unknown,unknown,unknown,NA,8/16/12 16:00,9/28/14 4:00,9/28/14 4:00,Y,Bulgaria,Egypt,unknown,juv,juvenile,2,N,N,773,43.18,28.74617,27.43567,31.9875,772.5,y,2.219519,246650.6712,1,NA,unknown,Last locations are from a roosting site in Egypt. No more locations after that. The bird might have died or the transmitter failed
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,middle east,Wesal,182264,Wesal_182264,alive,alive,active,NA,4/15/19 6:14,5/30/19 0:18,5/30/19 0:18,NA,Jordan,Turkey,unknown,ad,adult,54,N,Y,46,30.69724083,37.00724411,35.57994461,39.23025131,44.75239583,y,0.304601,33849.65014,0.999075231,99.9,still transmitting,"confiscated by RSCN in Jordan, rehabilitated for >1 year, and released"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,White 08,119246,White 08_119246,confirmed dead,confirmed dead,transmitter recovered,Killed by Bonnelie's eagle,3/15/13 15:32,8/19/13 3:22,8/16/13 0:00,NA,Israel,Israel,unknown,392,immature,14,Y,N,158,32.85542,32.79932,33.88082,35.16793,156.4932755,y,0.034366,3819.026182,1.004166667,NA,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,White 12,119245,White 12_119245,confirmed dead,confirmed dead,transmitter recovered,NA,3/13/13 13:00,8/31/15 8:00,8/30/15 0:00,Y,Israel,Egypt,unknown,370,immature,13,Y,N,902,32.75817,26.80067,35.008,34.04067,900.7916667,y,0.749404,83279.71404,1,NA,Found,Age units are days
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Whitey,53798,Whitey_53798,alive,alive,active,NA,02/05/2011 17:01,5/29/19 19:15,NA,Y,Argentina,Bolivia,unknown,ad,adult,54,N,N,2743,-36.8777,-17.4691,-64.2501,-62.553,3035.09338,y,0.105671,11743.04012,1.641748843,NA,still transmitting,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,X34 Blue,16126,X34 Blue_16126,unknown,unknown,unknown,NA,4/16/17 3:34,8/25/18 3:30,8/25/18 3:30,Y,Israel,Saudi Arabia,unknown,660,immature,22,Y,N,496,32.55898666,19.09997559,34.93927383,41.41659164,495.9977431,y,1.725952,191801.546,1.000162037,99.8,"Stopped transmitting on route to a potential no-GSM cover area, did not return after migration, might return next year",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,X86 Blue,180321,X86 Blue_180321,confirmed dead,confirmed dead,transmitter recovered,Electrocuted,12/24/18 4:11,01/03/2019 04:14,01/03/2019 04:14,NA,Israel,Israel,unknown,219,juv,8,Y,N,11,32.75218201,32.69799423,35.01345825,34.99830246,10.00262731,y,0.031212,3468.552362,1.00027662,23.8,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Yellow 04,119246,Yellow 04_119246,unknown,unknown,unknown,NA,11/14/13 6:00,4/29/15 0:20,4/29/15 0:20,NA,Israel,Israel,unknown,297,juv,10,Y,N,532,32.75283,32.7568,35.0115,35.00227,530.7642593,y,0.55766,61971.6337,1.024065972,NA,transmission ceased abruptly in a very good GSM cover area,Age units are days
