species,study.name,population,id,tag,id.tag,start.date,end.date,mortality.date,start.lat,start.long,end.lat,end.long,start.country,end.country,deployment.duration,fate,age.at.deployment.months,sex,migrant,captive.raised,rehabilitated,how.fate.determined,cause.of.death,transmitter.make.model,transmitter.attachment.method,transmitter.mass.grams,mean.GPS.dist.last10fixes,mean.GPS.fixrate.last10fixes,start.country.quant,end.country.quant,n.locs,origin,deployment.duration.months,age.at.fate.months,age.at.fate.simple,population.binned,fate.binned,comments
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sanie,131249,Sanie_131249,2013-08-01,2016-10-03,2016-10-03,41.6415,25.88183,13.04167,40.399,Bulgaria,Ethiopia,1158.958333,unknown,2,unknown,Y,N,N,unknown,unknown,Microwave satellite,backpack,45,0.469944008,1,Bulgaria,Ethiopia,1149,N,38,40,adult,Balkans & Italy,unknown,Since 04.10 the transmitter sending signal from the same location
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Sara,23306,Sara_23306,2015-08-26,2019-05-30,2019-05-30,39.9165,18.3045,40.6455,16.641,Italy,Niger,1891.416667,alive,3,F,Y,Y,N,active,NA,Microwave Solar Argos/GPS PTT,backpack,NA,0.336433504,1,Italy,Italy,1372,Y,45,48,adult,Balkans & Italy,alive,NA
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Sarygush,117,Sarygush_117,2017-07-23,2017-09-16,2017-09-17,42.98449,47.18051,38.61449,44.75547,Russia,Iraq,68.12152778,confirmed dead,1,unknown,Y,N,N,resighted / recaptured,Caught by poachers and sold in the market,NA,NA,NA,1.164792727,0.998402778,Russia,Iran (Islamic Republic of),38,N,1,2,juvenile,Middle East,dead,Tagged in the nest
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sava,200638,Sava_200638,2020-08-06,2020-10-29,2020-10-31,41.47174,25.70244,13.2503252,26.99307251,Bulgaria,NA,84.04365741,alive,2,unknown,Y,N,N,active,NA,Ornitela,legloop,30,1.117478868,1.00353588,Bulgaria,Sudan,85,N,2,4,juvenile,Balkans & Italy,alive,
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Segovia 06-REKI22,48500499243,Segovia 06-REKI22_48500499243,2019-07-20,2020-10-29,2020-10-31,41.16583,-3.844949,14.7124,-7.665316,Spain,Mali,466.9979167,alive,1,unknown,Y,N,N,active,,"SAKER-L, GPS-GSM Ecotone",backpack,21,0.19916234,1,Spain,Mali,431,N,15,16,juvenile,Western Europe,alive,
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Serhat,10007,Serhat_10007,2014-06-17,2014-10-30,2014-10-30,40.19459,43.63137,10.5359,40.455,Turkey,Ethiopia,134.3840278,unknown,54,unknown,Y,N,N,unknown,NA,Turkish home made,backpack,30,0.233944036,0.919791667,Turkey,Ethiopia,124,N,4,58,adult,Middle East,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sharka,182256,Sharka_182256,2019-05-15,2019-05-16,2019-05-18,41.59423,25.64156,41.59809494,25.6211338,Bulgaria,Bulgaria,0.999247685,confirmed dead,2,F,Y,Y,N,carcass found,Killed by a predator,Ornitela,backpack,30,0.011521697,0.983831019,Bulgaria,Bulgaria,2,Y,0,2,juvenile,Balkans & Italy,dead,
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Simeon,200639,Simeon_200639,2020-08-07,2020-10-28,2020-10-31,41.47201,25.70263,14.68101501,10.11709785,Bulgaria,NA,81.8965625,alive,2,,Y,Y,N,active,NA,Ornitela,legloop,30,0.1486323,1.002303241,Bulgaria,Niger,59,Y,2,4,juvenile,Balkans & Italy,alive,
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sofia,171345,Sofia_171345,2020-05-22,2020-06-10,2020-06-12,41.59438,25.64136,42.02725601,26.63577843,Bulgaria,Bulgaria,18.90826389,confirmed dead,23,F,Y,Y,N,carcass found,Electrocuted,Ornitela,legloop,30,0.081647097,0.999525463,Bulgaria,Bulgaria,20,Y,0,23,adult,Balkans & Italy,dead,
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Solomon,200637,Solomon_200637,2020-08-05,2020-10-30,2020-10-31,41.63543,25.73202,19.21164131,41.30624008,Bulgaria,NA,85.5171412,alive,2,unknown,Y,N,N,active,NA,Ornitela,legloop,30,0.499984033,1.000201389,Bulgaria,Saudi Arabia,87,N,2,4,juvenile,Balkans & Italy,alive,
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Spartacus,61952,Spartacus_61952,2010-08-19,2011-01-06,2011-01-07,41.64117,25.88117,12.46517,16.29233,Bulgaria,Chad,148.0416667,confirmed dead,2,unknown,Y,N,N,carcass found,shot,Microwave satellite,backpack,45,0.038273325,1,Bulgaria,Chad,132,N,4,6,juvenile,Balkans & Italy,dead,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Svetlina,118152,Svetlina_118152,2012-08-17,2014-05-30,2014-05-31,41.62283,25.8975,14.71,39.88833,Bulgaria,Sudan,748.625,likely dead,2,unknown,Y,N,N,inferred from transmissions,unknown,Microwave satellite,backpack,45,0.681046257,1,Bulgaria,Eritrea,652,N,21,23,adult,Balkans & Italy,dead,The bird died on 09.06.2014 and since then the transmitter is sending signal from the same location
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Tlalim C48 Blue,171405,Tlalim C48 Blue_171405,2019-03-18,2020-04-05,2020-04-06,30.8218708,34.83675003,30.8306179,34.92198944,Israel,Israel,383.625162,confirmed dead,54,unknown,Y,N,Y,transmitter recovered,poisoning,Ornitela OT-30,legloop,30,0.065209445,0.999158565,Israel,Israel,385,N,12,66,adult,Middle East,dead,"Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released, then poisoned again the following year."
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Tobia,48500501945,Tobia_48500501945,2015-09-07,2019-05-30,2019-05-30,39.1062,16.8919,37.492649,14.568049,Italy,Mali,1464.165972,unknown,3,M,Y,Y,N,NA,NA,Ecotone Saker,backpack,35,0.64467288,1.020833333,Italy,Italy,1349,Y,44,47,adult,Balkans & Italy,unknown,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Tuzluca,209,Tuzluca_209,2013-06-22,2016-10-04,2016-10-05,40.081,43.66704,21.3274,40.15558,Turkey,Saudi Arabia,1200.968542,likely transmitter failure,54,unknown,Y,N,N,inferred from transmissions,NA,Microwave 30g GSM,backpack,30,1.811149488,1.001743056,Turkey,Saudi Arabia,1193,N,39,93,adult,Middle East,tx failure,GSM transmitter went offline in area previosuly known to loose signal
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Uge 75658,75658,Uge 75658_75658,2009-08-22,2012-02-16,2012-02-16,40.87283,-1.78433,15.41567,-4.51267,Spain,Mali,907.875,likely transmitter failure,3,F,Y,N,N,inferred from transmissions,NA,solar-powered GPS Microwave telemetry ,backpack,45,0.164976016,10.025,Spain,Mali,777,N,29,32,adult,Western Europe,tx failure,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Volen,118148,Volen_118148,2012-08-16,2014-09-28,2014-09-28,43.18,27.43567,28.74617,31.9875,Bulgaria,Egypt,772.5,unknown,2,unknown,Y,N,N,unknown,NA,Microwave satellite,backpack,45,2.219518674,1,Bulgaria,Egypt,772,N,25,27,adult,Balkans & Italy,unknown,Last locations are from a roosting site in Egypt. No more locations after that. The bird might have died or the transmitter failed
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,middle east,Wesal,182264,Wesal_182264,2019-04-15,2019-12-04,2020-12-05,32.027298,35.862385,6.137265205,43.56490707,Jordan,Ethiopia,232.8148958,confirmed dead,54,,Y,N,Y,carcass found,poisoning,Ornitela,backpack,30,0.036844545,1.000180556,Jordan,Ethiopia,234,N,7,61,adult,Middle East,dead,"confiscated by RSCN in Jordan, rehabilitated for >1 year"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,White 06,119245,White 06_119245,2013-03-13,2015-08-29,2015-08-30,32.75817,35.008,28.08683,33.976,Israel,Egypt,900.7916667,confirmed dead,13,unknown,Y,Y,N,transmitter recovered,NA,"Microwave Telemetry, 30g Argos/GPS Solar PTTs",backpack,30,0.611201922,1,Israel,Egypt,873,Y,29,42,adult,Middle East,dead,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,X34 Blue,16126,X34 Blue_16126,2017-04-16,2018-08-24,2018-08-25,32.55899,34.93927,20.56361198,40.06382751,Israel,Saudi Arabia,495.9977431,unknown,22,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,1.55060335,1.000292824,Israel,Saudi Arabia,495,Y,16,38,adult,Middle East,unknown,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,X86 Blue,180321,X86 Blue_180321,2018-12-24,2019-01-02,2019-01-03,32.75218,35.01346,32.69992065,34.99729919,Israel,Israel,10.00262731,confirmed dead,8,unknown,Y,Y,N,transmitter recovered,Electrocuted,Ornitela OT-30,legloop,30,0.032391408,1.000262731,Israel,Israel,10,Y,0,8,juvenile,Middle East,dead,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Xeos-9FH,370,Xeos-9FH_370,2017-07-29,2018-01-28,2018-01-29,42.48844,-6.844,14.1019,-12.12526,Spain,Mali,183.4480208,unknown,2,M,Y,N,N,unknown,NA,Microwave GSM,backpack,45,0.114606815,1.000888889,Spain,Mali,180,N,6,8,juvenile,Western Europe,unknown,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Yellow 04,119246,Yellow 04_119246,2013-03-16,2015-04-14,2015-04-29,32.75233,35.00717,32.75233,35.01417,Israel,Israel,758.5833333,unknown,10,unknown,Y,Y,N,unknown,NA,"Microwave Telemetry, 30g Argos/GPS Solar PTTs",backpack,30,0.046454992,1,Israel,Israel,645,Y,24,34,adult,Middle East,unknown,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Yeruham IB2 Red,190605,Yeruham IB2 Red_190605,2020-08-02,2020-10-30,2020-10-31,30.82592583,34.83571243,18.03689766,31.50175476,Israel,Sudan,88.63787037,alive,50,unknown,Y,N,Y,active,,Ornitela OT-30,legloop,30,0.033252166,1.000298611,Israel,Sudan,90,N,2,52,adult,Middle East,alive,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Zagal 80420,80420,Zagal 80420_80420,2009-07-29,2013-08-16,2013-08-16,40.76933,-2.213,40.73983,-2.18417,Spain,Spain,1479.125,likely dead,54,M,Y,N,N,inferred from transmissions,NA,solar-powered GPS Microwave telemetry ,backpack,45,0.098055608,8.516666667,Spain,Spain,1227,N,48,102,adult,Western Europe,dead,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Zara,171348,Zara_171348,2020-05-22,2020-10-30,2020-10-31,41.59436,25.64128,21.6076088,40.23666,Bulgaria,NA,160.95,alive,23,F,Y,Y,N,active,NA,Ornitela,legloop,30,1.13845763,0.998813657,Bulgaria,Saudi Arabia,162,Y,5,28,adult,Balkans & Italy,alive,
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I18 Red,190603,Zaror I18 Red_190603,2019-08-14,2020-10-23,2020-10-31,30.85448074,34.78138733,14.73606491,30.24925041,Israel,Sudan,435.9590162,alive,38,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,1.082741043,1.724680556,Israel,Sudan,432,N,14,52,adult,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I23 Red,190606,Zaror I23 Red_190606,2020-07-30,2020-10-29,2020-10-31,30.81629181,34.82584,18.2726059,35.7444191,Israel,Sudan,90.6246875,alive,13,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.063916645,1.000149306,Israel,Sudan,92,N,2,15,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I24 Red,190607,Zaror I24 Red_190607,2020-07-30,2020-09-03,2020-10-31,30.81640244,34.82646179,16.39495087,23.52013016,Israel,Egypt,35.07574074,likely transmitter failure,25,unknown,Y,N,N,inferred from transmissions,,Ornitela OT-30,legloop,30,2.524425742,5.350658565,Israel,Chad,20,N,1,26,adult,Middle East,tx failure,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I25 Red,200652,Zaror I25 Red_200652,2020-08-01,2020-10-14,2020-10-31,30.80749512,34.81505203,14.84634304,32.42736816,Israel,Sudan,73.63829861,alive,14,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.000204641,1.000054398,Israel,Sudan,75,N,2,16,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I31 Red,200660,Zaror I31 Red_200660,2020-06-13,2020-08-23,2020-10-31,30.83181763,34.8185997,30.4516983,35.07501602,Israel,Egypt,70.47724537,unknown,12,unknown,Y,N,N,,,Ornitela OT-30,legloop,30,0.287085904,1.000462963,Israel,Israel,72,N,2,14,juvenile,Middle East,unknown,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zavitan I06 Red,190595,Zavitan I06 Red_190595,2019-07-14,2020-09-17,2020-10-31,32.94150543,35.70128632,16.43318176,23.5325489,Israel,Chad,430.9109606,unknown,2,unknown,Y,N,N,NA,,Ornitela OT-30,legloop,30,0.333371424,2.516576389,Syrian Arab Republic,Chad,403,N,14,16,juvenile,Middle East,unknown,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zavitan I08 Red,190597,Zavitan I08 Red_190597,2019-07-14,2020-10-30,2020-10-31,32.95182037,35.68684769,13.41956997,17.52630424,Israel,Chad,473.6788194,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.325963737,1.000090278,Syrian Arab Republic,Chad,463,N,15,17,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zavitan I38 Red,200648,Zavitan I38 Red_200648,2020-07-27,2020-10-26,2020-10-31,32.9520874,35.68681335,15.6330719,33.68763351,Israel,Sudan,90.40078704,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.153221322,1.000104167,Syrian Arab Republic,Sudan,90,N,2,4,juvenile,Middle East,alive,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Zikmund,171349,Zikmund_171349,2018-08-10,2018-09-10,2018-09-11,41.63609,25.85622,41.64566803,25.87895012,Bulgaria,Greece,30.88912037,confirmed dead,2,F,Y,Y,N,resighted / recaptured,human imprinting,Ornitela,backpack,30,0.073480635,1.000715278,Bulgaria,Bulgaria,26,Y,1,3,juvenile,Balkans & Italy,dead,would have died due to too strong affinity to humans
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Zoe,202342,Zoe_202342,2020-08-05,2020-09-05,2020-09-07,42.72146,11.51639,41.45143509,14.39995861,Italy,Italy,30.8806713,returned to captivity,13,F,y,y,N,recaptured,exhaustion,Ornitela OT25,backpack,25,0.341050466,0.995009259,Italy,Italy,29,Y,1,14,juvenile,Balkans & Italy,dead,"Found exhaused, recaptured and returned to captivity"
