species,study.name,population,id,tag,id.tag,migrant,start.country,end.country,sex,age.at.deployment,age.at.deployment.clean,age.at.deployment.month,captive.raised,rehabilitated,fate,how.fate.determined.clean,cause.of.death,n.locs,start.date,end.date,start.lat,end.lat,start.long,end.long,deployment.duration,data.owner.proofed,mean.GPS.dist.last10fixes.degrees,mean.GPS.dist.last10fixes.meters,mean.GPS.fixrate.last10fixes.days,mean.battery.charge.percent.last10fixes,how.fate.determined,comments
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Agri,130662,Agri_130662,Y,Turkey,Turkey,unknown,ad,adult,54,N,N,unknown,unknown,NA,324,6/22/13 1:00,7/19/14 14:00,40.08083,39.7845,43.667,43.24833,392.5416667,y,0.025390,2821.574370,3.523266204,NA,unknown,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Ardahan,210,Ardahan_210,Y,Turkey,Saudi Arabia,unknown,ad,adult,54,N,N,unknown,unknown,NA,451,6/22/13 1:14,9/17/14 0:27,40.07148,16.81774,43.66676,42.84321,451.9668403,y,2.315840,257354.703414,1.036113426,NA,unknown,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Tuzluca,209,Tuzluca_209,Y,Turkey,Saudi Arabia,unknown,ad,adult,54,N,N,unknown,unknown,NA,1193,6/22/13 1:14,10/5/16 0:29,40.081,19.86006,43.66704,41.10614,1200.968542,y,1.786326,198510.838173,0.999340278,NA,entered no GSM area,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,north america - eastern,1,163,1_163,N,United States,United States,F,ad,adult,54,N,N,alive,active,NA,797,6/26/13 14:07,8/31/15 0:00,33.16381,33.25171,-81.63951,-81.72544,795.4120255,y,0.056772,6308.994377,1.000306713,NA,still transmitting,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,north america - eastern,3,173,3_173,N,United States,United States,F,ad,adult,54,N,N,alive,active,NA,797,6/26/13 14:38,8/31/15 0:19,33.1638,33.15512,-81.63956,-81.57771,795.403206,y,0.055601,6178.791811,0.999696759,NA,still transmitting,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,north america - eastern,13,180,13_180,N,United States,United States,F,ad,adult,54,N,N,unknown,unknown,NA,177,6/27/13 18:49,12/20/13 0:14,33.22092,32.02984,-81.5618,-81.25777,175.2253472,y,0.152142,16907.214062,1.000201389,NA,unknown,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,north america - eastern,60,172,60_172,N,United States,United States,M,ad,adult,54,N,N,alive,active,NA,787,7/5/13 12:52,8/31/15 0:12,33.16302,33.1322,-81.64008,-81.40866,786.4719444,y,0.132077,14677.418740,0.999657407,NA,"Transmitter active and moving by ""end date""",NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,north america - eastern,75,176,75_176,N,United States,United States,M,ad,adult,54,N,N,alive,active,NA,783,7/9/13 15:31,8/31/15 0:22,33.26114,33.38986,-81.73846,-81.84455,782.3684144,y,0.015513,1723.950445,0.998978009,NA,"Transmitter active and moving by ""end date""",NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,north america - eastern,90,166,90_166,N,United States,United States,M,ad,adult,54,N,N,alive,active,NA,763,7/30/13 14:34,8/31/15 0:08,33.16219,32.53167,-81.64264,-81.15254,761.3988194,y,0.054212,6024.462246,1.00159375,NA,"Transmitter active and moving by ""end date""",NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,north america - eastern,91,179,91_179,N,United States,United States,M,ad,adult,54,N,N,alive,active,NA,762,7/31/13 15:52,8/31/15 0:19,33.16277,33.20603,-81.64166,-81.2645,760.3518866,y,0.196686,21857.293470,1.000430556,NA,"Transmitter active and moving by ""end date""",NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sanie,131249,Sanie_131249,Y,Bulgaria,Ethiopia,unknown,juv,juvenile,2,N,N,unknown,unknown,unknown,1152,8/1/13 2:00,10/3/16 1:00,41.6415,13.04167,25.88183,40.399,1158.958333,y,0.469944,52223.937721,1,NA,unknown,Since 04.10 the transmitter sending signal from the same location
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Berenice,130672,Berenice_130672,Y,Greece,NA,unknown,juv,juvenile,2,N,N,confirmed dead,inferred from transmissions,drowned,37,8/2/13 3:00,9/9/13 12:00,39.8,33.83567,21.68933,23.2085,38.375,y,0.758757,84319.123670,1.247013889,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ibrahim,131248,Ibrahim_131248,Y,Bulgaria,NA,unknown,juv,juvenile,2,N,N,likely dead,inferred from transmissions,unknown,42,8/2/13 14:00,9/25/13 4:00,41.618,34.99567,25.6495,25.18817,53.58333333,y,0.275758,30644.388017,0.996875,NA,ceased near sea,Not clear if the bird really died or the transmitter failed. 
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Asparuh,131250,Asparuh_131250,Y,Bulgaria,NA,unknown,juv,juvenile,2,N,N,confirmed dead,inferred from transmissions,drowned,32,8/4/13 12:06,9/12/13 3:00,41.6,33.7705,25.985,20.83933,38.62083333,y,1.324310,147167.868783,1.004166667,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ilina,130674,Ilina_130674,Y,The former Yugoslav Republic of Macedonia,NA,unknown,juv,juvenile,2,N,N,confirmed dead,carcass found,predation,48,8/5/13 9:00,10/2/13 6:00,41.769,36.37,21.72467,27.46383,57.875,y,0.571089,63463.984726,0.998402778,NA,found feathers,Most probably killed by Bonneli's eagle
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Katerina,130671,Katerina_130671,Y,Greece,Egypt,unknown,juv,juvenile,2,N,N,likely dead,inferred from transmissions,drowned,67,8/9/13 13:49,8/31/14 7:00,41.161,31.15617,26.237,29.964,386.7159722,y,0.121516,13503.838827,1.370833333,NA,ceased near sea,Bird drowned on the 18/9/2013 although carcass likely washed up on beach in Egypt on the 10/10/2013. Contacted locals to try to find it. Claimed they never did but a year later there were some fixes from Alexandria!!
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Ricky,127779,Ricky_127779,Y,Canada,Costa Rica,unknown,juv,juvenile,2,N,N,confirmed dead,transmitter recovered,unknown,176,8/9/13 23:00,2/27/14 1:00,53.005,10.44183,-106.31233,-85.39833,201.0833333,y,0.029298,3255.850147,1,NA,transmitter recovered,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,David,127778,David_127778,Y,Canada,Canada,unknown,juv,juvenile,2,N,N,alive,active,NA,1650,8/10/13 1:00,5/17/19 0:00,53.00467,52.217,-106.313,-103.38083,2105.958333,y,1.196733,132990.557937,3.383333333,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Paschalis,130670,Paschalis_130670,Y,Greece,Niger,unknown,juv,juvenile,2,N,N,confirmed dead,transmitter recovered,hunting,197,8/13/13 0:47,3/2/14 3:00,41.158,14.21717,25.834,9.96533,201.0923611,y,0.043287,4810.388401,1,NA,"tag retrieved, asked locals",Killed by Nigerian hunter on 27.2.2014; exported to be sold in Nigeria
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ilin,130675,Ilin_130675,NA,The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia,unknown,juv,juvenile,2,N,N,confirmed dead,carcass found,predation,24,8/19/13 7:47,10/27/13 17:00,41.762,41.98833,21.735,21.4495,69.38402778,y,0.157076,17455.560731,5.603055556,NA,found carcass,"Found dead near the nest, killed by predator"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Heracles,130676,Heracles_130676,Y,Greece,NA,unknown,juv,juvenile,2,N,N,confirmed dead,inferred from transmissions,drowned,23,8/22/13 7:00,9/13/13 3:00,39.79217,36.212,21.55817,21.18317,21.83333333,y,0.540687,60085.486050,1,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Red Cliff,130673,Red Cliff_130673,Y,Albania,NA,unknown,juv,juvenile,2,N,N,confirmed dead,inferred from transmissions,drowned,22,8/28/13 15:00,9/21/13 2:00,40.10867,36.49417,20.08083,22.364,23.45833333,y,0.876272,97378.405157,1,NA,ceased over sea,track ends in sea
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Yellow 04,119246,Yellow 04_119246,NA,Israel,Israel,unknown,297,juv,10,Y,N,unknown,unknown,NA,532,11/14/13 6:00,4/29/15 0:20,32.75283,32.7568,35.0115,35.00227,530.7642593,y,0.557660,61971.633701,1.024065972,NA,transmission ceased abruptly in a very good GSM cover area,Age units are days
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",horn of africa,Mille,132085,Mille_132085,N,Ethiopia,Ethiopia,unknown,2nd yr,immature,17,N,N,likely transmitter failure,inferred from transmissions,NA,556,11/26/13 8:48,6/19/15 8:01,9.4482,13.2598,40.3726,37.02,569.9672917,y,0.499959,55559.395745,47.08060069,NA,>400 days between fixes at different locations,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Logiya,118174,Logiya_118174,Y,Ethiopia,Iran (Islamic Republic of),unknown,3rd yr,immature,30,N,N,alive,active,NA,1825,12/1/13 5:00,5/30/19 16:00,11.71533,39.08683,40.974,46.96567,2006.458333,y,0.012450,1383.590385,0.9875,NA,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Cathartes aura,Vulture Movements,north america - eastern,JML_TV,281,JML_TV_281,Y,United States,United States,F,3rd yr,adult,30,N,N,confirmed dead,carcass found,suspected vehicle collision,674,12/11/13 14:42,10/18/15 0:18,24.59744,29.65273,-81.70249,-82.28793,675.4000116,y,0.000253,28.094381,1.000260417,NA,transmitter recovered from dead bird,believed to be vehicle mortality due to last location
Cathartes aura,Vulture Movements,north america - eastern,JMX_TV,280,JMX_TV_280,N,United States,United States,F,3rd yr,adult,30,N,N,confirmed dead,carcass found,suspected vehicle collision,48,12/13/13 0:15,1/29/14 0:08,24.59422,24.57145,-81.69966,-81.79679,46.99513889,y,0.071808,7979.923764,0.999444444,NA,transmitter recovered from dead bird,believed to be vehicle mortality due to last location
Cathartes aura,Vulture Movements,north america - eastern,JPM_TV,111942,JPM_TV_111942,Y,United States,United States,F,3rd yr,adult,30,N,N,confirmed dead,carcass found,unknown,1695,12/13/13 11:00,5/13/19 20:00,24.5975,29.5885,-81.7025,-82.34883,1977.375,y,0.000431,47.859051,4.0875,NA,transmitter recovered from dead bird,"transmitted statically, bird/transmitter found near gun range, may have been shot"
Cathartes aura,Vulture Movements,north america - eastern,JTA_TV,111943,JTA_TV_111943,Y,United States,United States,M,2nd yr,immature,18,N,N,confirmed dead,carcass found,suspected vehicle collision,246,12/13/13 11:00,8/15/14 0:00,24.5975,42.46983,-81.7025,-76.414,244.5416667,y,0.036674,4075.549612,1,NA,transmitter recovered from dead bird,"transmitter recovered from carcass at last location adjacent to road, transmitter destroyed by apparent impact"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,00 White 2013,3515,00 White 2013_3515,Y,Israel,Syrian Arab Republic,unknown,312,immature,11,Y,N,alive,active,NA,1764,4/4/14 5:00,5/30/19 5:10,32.752136,34.4206595,35.0134302,38.2444062,1882.007222,y,0.394036,43788.433497,0.999320602,NA,still transmitting,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,A02 Green 2013,3514,A02 Green 2013_3514,Y,Israel,Israel,unknown,298,juv,10,Y,N,unknown,unknown,NA,1117,4/4/14 5:00,4/24/17 5:00,32.7520933,32.7527297,35.0134463,35.0125028,1116,y,0.963721,107096.426516,0.999972222,NA,"Last location very hostile, no data for a long period",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,18 White,3516,18 White_3516,NA,Israel,Israel,unknown,302,immature,11,Y,N,unknown,unknown,NA,6,4/22/14 4:00,4/27/14 4:00,32.7534508,32.7645128,35.0138107,35.0122282,5,y,0.095451,10607.329847,1,NA,"Very few fixes. Last location hostile and with good GSM cover, no data for a long period",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,19 White,3517,19 White_3517,Y,Israel,Saudi Arabia,unknown,297,juv,10,Y,N,likely dead,static transmission,NA,126,4/22/14 4:00,8/27/14 4:00,32.7534673,18.1764597,35.0137975,42.0374481,127,y,0.650901,72333.289545,1,NA,Same location for 4 months,Age units are days
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,north america - eastern,123,178,123_178,N,United States,United States,M,ad,adult,54,N,N,alive,active,NA,493,4/23/14 19:44,8/31/15 0:09,33.25997,33.02271,-81.73826,-81.5056,494.1839236,y,0.046800,5200.791511,0.999747685,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Boneyard1,135427,Boneyard1_135427,Y,United States,Mexico,F,ad,adult,54,N,N,likely dead,static transmission,unknown,633,5/14/14 0:00,4/4/16 4:00,33.389,17.44583,-112.68267,-98.85983,691.1666667,y,0.005415,601.755231,2.716666667,NA,transmission from same location over 1 month period,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Castor,135955,Castor_135955,Y,Greece,Ethiopia,unknown,ad,adult,54,N,Y,unknown,unknown,unknown,643,5/14/14 11:00,2/15/16 1:00,40.62333,6.76017,21.51933,42.83233,641.5833333,y,0.010792,1199.343384,1,NA,unknown,tagged after found disorientated due to lead poisoning
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Ava,135428,Ava_135428,Y,United States,United States,F,ad,adult,54,N,N,likely dead,static transmission,NA,1443,5/15/14 16:00,6/29/18 0:00,33.38883,33.60833,-112.68283,-112.588,1505.333333,y,0.000255,28.327305,2.433333333,NA,transmission from same location over 2 month period,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Andres,136414,Andres_136414,Y,United States,United States,F,ad,adult,54,N,N,alive,active,NA,1840,5/15/14 23:00,5/30/19 0:00,33.38967,33.258,-112.68083,-112.2695,1840.041667,y,0.294210,32695.011331,1,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Johnny Yuma,136413,Johnny Yuma_136413,Y,United States,Mexico,F,ad,adult,54,N,N,unknown,unknown,NA,139,5/17/14 15:00,10/2/14 21:00,33.38733,22.186,-112.683,-105.29717,138.25,y,1.301830,144669.818359,1.0125,NA,unknown,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Tire Pile,135429,Tire Pile_135429,Y,United States,United States,F,ad,adult,54,N,N,alive,active,NA,1801,5/17/14 17:00,5/28/19 0:00,33.38883,33.42067,-112.68033,-112.42983,1836.291667,y,0.060591,6733.385319,1.120833333,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Car Talk,135430,Car Talk_135430,Y,United States,United States,F,ad,adult,54,N,N,likely dead,static transmission,NA,1640,5/17/14 18:00,5/29/19 0:00,33.3895,32.0275,-112.683,-112.1525,1837.25,y,0.000102,11.335056,1.004166667,NA,static transmissions for months,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Leo,135431,Leo_135431,Y,Canada,Canada,unknown,ad,adult,54,N,N,alive,active,NA,1813,5/30/14 17:00,5/30/19 0:00,53.659,53.65867,-107.55533,-107.5535,1825.291667,y,0.047176,5242.556414,1,NA,still transmitting,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Haydi,132084,Haydi_132084,Y,Turkey,Kenya,unknown,3rd yr,immature,24,N,N,likely dead,static transmission,NA,671,6/9/14 2:46,4/27/16 8:00,40.0813,1.6534,43.6665,37.8024,688.2179051,y,0.000190,21.148992,15.87281481,NA,static transmissions in Kenya,"tried to get Kenyan colleagues to track down tag, but were unable"
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Iste,132086,Iste_132086,Y,Turkey,Turkey,unknown,ad,adult,54,N,N,alive,active,NA,1747,6/10/14 2:36,5/30/19 4:00,40.0831,39.8344,43.6674,42.5493,1815.05838,y,0.017269,1919.067432,1.298402778,NA,still transmitting,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Serhat,10007,Serhat_10007,Y,Turkey,Ethiopia,unknown,5th yr,adult,54,N,N,unknown,unknown,NA,124,6/17/14 15:59,10/30/14 1:12,40.19459,10.5359,43.63137,40.455,134.3840278,y,0.233944,25997.732833,0.919791667,NA,unknown,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Cabuk,132087,Cabuk_132087,Y,Turkey,Ethiopia,unknown,2nd yr,immature,13,N,N,likely transmitter failure,inferred from transmissions,NA,511,7/1/14 3:00,12/8/15 2:00,40.0833,11.0695,43.6676,40.364,524.9583218,y,0.230215,25583.287958,6.71734375,NA,"long gap in trasnmission, during which time bird moved",NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Tommy,139250,Tommy_139250,Y,United States,Guatemala,M,ad,adult,54,N,N,likely dead,static transmission,unknown,194,8/4/14 18:00,2/13/15 18:00,46.732,14.6705,-92.2015,-91.97367,193,y,0.075364,8375.051370,1.0125,NA,transmission from same location over 3 days before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Bariloche1,136416,Bariloche1_136416,NA,Argentina,Argentina,F,ad,adult,54,N,N,confirmed dead,transmitter recovered,unknown,33,11/14/14 18:00,12/16/14 0:00,-41.18733,-42.16967,-71.14433,-70.65533,31.25,y,0.361381,40159.575217,1,NA,transmitter recovered,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Bariloche2,135434,Bariloche2_135434,Y,Argentina,Brazil,M,ad,adult,54,N,N,alive,active,NA,1657,11/14/14 18:00,5/30/19 0:00,-41.18717,-10.90517,-71.14417,-62.27717,1657.25,y,0.097971,10887.277170,1,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Halfway,135436,Halfway_135436,Y,Argentina,Peru,M,ad,adult,54,N,N,unknown,unknown,NA,241,11/16/14 17:00,7/14/15 2:00,-41.18667,-2.27083,-71.14433,-71.65817,239.375,y,0.008303,922.660223,1,NA,unknown,NA
Cathartes aura,Vulture Movements,north america - eastern,LCV_TV,280,LCV_TV_280,NA,United States,United States,F,2nd yr,immature,17,N,N,confirmed dead,transmitter recovered,unknown,296,11/18/14 14:57,11/29/16 0:15,24.59751,29.65303,-81.70262,-82.2877,741.3873611,y,0.000144,15.982762,1.000696759,NA,transmitter recovered from beach,"likely a condition known as ""fall out"" with last location at sea, trying to head somewhere over water and becoming exhausted by head winds and dropping to water, transmitter washed up on beach of Summerland Key, recovered, refurbished"
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Two-thirds,136412,Two-thirds_136412,Y,Argentina,Brazil,M,ad,adult,54,N,N,alive,active,NA,1640,11/18/14 18:00,5/30/19 0:00,-41.187,-30.1075,-71.144,-56.80817,1653.25,y,0.179275,19922.445640,1,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Cinco,136415,Cinco_136415,Y,Argentina,Argentina,F,ad,adult,54,N,N,confirmed dead,transmitter recovered,"potentially poisoned, found with 2 black vutlures and 2 chimango caracaras",151,11/19/14 18:00,4/18/15 11:00,-41.18717,-26.34917,-71.14417,-63.75167,149.7083333,y,0.448315,49820.312203,1,NA,transmitter recovered,NA
Cathartes aura,Vulture Movements,north america - eastern,LMV_TV,454,LMV_TV_454,Y,United States,United States,M,2nd yr,immature,17,N,N,alive,active,NA,1580,11/20/14 0:48,5/30/19 0:03,24.59759,40.34871,-81.70256,-81.97946,1651.96875,y,0.056404,6268.025039,1.00456713,NA,still transmitting,NA
Cathartes aura,Vulture Movements,north america - eastern,LVA_TV,452,LVA_TV_452,NA,United States,United States,F,3rd yr,adult,29,N,N,unknown,unknown,unknown,20,11/20/14 0:56,12/9/14 0:06,24.5976,24.58095,-81.70257,-81.79809,18.96553241,y,0.027392,3044.067517,1.002342593,NA,unknown,"transmitter stopped transmitting, search for it failed, may have been collision with aircraft approaching KW airport"
Cathartes aura,Vulture Movements,north america - eastern,LTH_TV,451,LTH_TV_451,NA,United States,United States,F,3rd yr,adult,29,N,N,unknown,unknown,unknown,88,11/20/14 1:05,2/15/15 0:02,24.59761,24.5802,-81.70251,-82.10631,86.95611111,y,0.039502,4389.786035,1.00080787,NA,unknown,"transmitter stopped transmitting at edge of island, may have been ""fall out"" condition"
Cathartes aura,Vulture Movements,north america - eastern,LMP_TV,453,LMP_TV_453,Y,United States,United States,M,3rd yr,adult,29,N,N,alive,active,NA,1651,11/20/14 1:07,5/30/19 0:00,24.59758,41.74949,-81.70255,-83.72422,1651.953704,y,0.055296,6144.923331,1.000109954,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Mandeb,127590,Mandeb_127590,NA,Argentina,Argentina,unknown,ad,adult,54,N,N,confirmed dead,transmitter recovered,unknown,84,12/31/14 16:46,4/16/15 18:27,-41.1386,-40.2389,-71.3369,-70.0759,106.0701389,y,0.192136,21351.669516,1.799375,NA,transmitter recovered,NA
Neophron percnopterus,McGrady.Meyburg,oman,143580,3,143580_3,N,Oman,Oman,unknown,juv,juvenile,7,N,N,confirmed dead,carcass found,NA,330,1/9/15 9:57,12/12/15 2:02,23.3449,23.3782,58.4553,58.6527,336.6701852,y,0.068354,7596.055314,0.997971065,NA,confirmed electrocuted,Confirmed electrocution 13 Dec 2015
Neophron percnopterus,McGrady.Meyburg,oman,143581,4,143581_4,N,Oman,Oman,unknown,juv,juvenile,7,N,N,unknown,unknown,NA,25,1/10/15 7:11,2/3/15 2:37,23.3448,23.0327,58.455,58.6193,23.80922454,y,0.180440,20051.975215,1.009930556,NA,very few locations,abrupt loss of transmission 04 Feb 2015
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Fenix,136416,Fenix_136416,Y,Argentina,Argentina,unknown,ad,adult,54,N,N,confirmed dead,transmitter recovered,killed by a fox,959,2/28/15 0:00,10/21/17 23:00,-41.12783,-41.14033,-71.24967,-71.24533,966.9583333,y,0.032914,3657.655435,1,NA,transmitter recovered,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Aoos,118154,Aoos_118154,Y,Albania,Albania,F,ad,adult,54,N,N,alive,active,NA,1159,4/17/15 17:00,5/27/19 8:17,40.13267,40.13586,20.54217,20.5388,1500.637303,y,0.253558,28177.390201,2.04171875,NA,still transmitting,"tagged in Greece, but bred in Albania"
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees,western europe,Pyrenees_2015_Imm_wild_EC48601087785,48601087785,Pyrenees_2015_Imm_wild_EC48601087785_48601087785,Y,France,Senegal,unknown,3rd yr,immature,21,N,Y,unknown,unknown,NA,404,6/29/15 0:00,10/28/16 0:01,43.408666,15.982617,-1.508783,-15.830933,487.0006944,y,0.546455,60726.487690,1,NA,unknown,"born wild, found weakened in Western Pyrenees in autumn 2014. kept in rehabilitation whole winter. released in Western Pyrenees in 29/06/2015. last position in Senegal: possible death or transmitter failure"
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,2HN,137397,2HN_137397,Y,Spain,Spain,F,juv,juvenile,2,N,N,alive,active,NA,1353,7/20/15 14:00,5/30/19 9:00,40.46833,40.61617,-3.83983,-4.72033,1409.791667,y,0.137042,15229.165148,0.977453704,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Boris,149505,Boris_149505,Y,Bulgaria,Bulgaria,M,ad,adult,54,N,N,alive,active,NA,1410,7/21/15 4:00,5/30/19 4:00,41.59483,41.61667,25.64133,25.65183,1409,y,0.015276,1697.645114,1,NA,still transmitting,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Orada,48500703778,Orada_48500703778,Y,Armenia,Ethiopia,unknown,2nd yr,immature,13,N,N,unknown,unknown,NA,571,7/21/15 12:08,2/10/17 0:00,39.511333,9.370999,46.398683,40.442116,569.4944444,y,0.086909,9658.042355,1.000069444,NA,unknown,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Armenia2,48500703868,Armenia2_48500703868,Y,Armenia,Ethiopia,unknown,3rd yr,immature,25,N,N,unknown,unknown,NA,89,7/22/15 5:01,10/18/15 0:01,39.491799,7.746899,46.35705,43.0665,87.79166667,y,0.439060,48791.885128,1,NA,unknown,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Armenia3,48500704009,Armenia3_48500704009,Y,Armenia,Ethiopia,unknown,ad,adult,54,N,N,unknown,unknown,NA,91,7/24/15 0:02,11/7/15 0:02,39.5061,6.093983,46.345799,44.76245,106,y,0.268751,29865.747904,1.2,NA,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Jenny,149507,Jenny_149507,Y,Bulgaria,Bulgaria,F,ad,adult,54,N,N,alive,active,NA,1391,7/30/15 10:00,5/28/19 2:00,41.58367,41.59167,25.65033,25.44517,1397.666667,y,0.018659,2073.528351,1,NA,still transmitting,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Agata,119157,Agata_119157,NA,Italy,Italy,F,juv,juvenile,3,Y,N,confirmed dead,inferred from transmissions,Drop in the sea,10,8/26/15 8:00,9/4/15 8:00,37.39733,36.8275,13.36967,13.1485,9,y,0.351860,39101.527862,1.002444444,NA,stopped at sea,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Sara,23306,Sara_23306,Y,Italy,Niger,F,juv,juvenile,3,Y,N,alive,active,NA,1372,8/26/15 20:00,5/30/19 4:00,39.9165,40.6455,18.3045,16.641,1372.333333,y,0.336434,37387.182433,1,NA,still transmitting,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Aneta,48500502206,Aneta_48500502206,Y,Italy,Egypt,F,juv,juvenile,3,Y,N,confirmed dead,terminated over water,Drop in the sea,27,9/7/15 0:01,10/3/15 0:00,39.10625,33.028566,16.891933,21.455933,25.99930556,y,0.832991,92568.652408,1.000208333,NA,stopped at sea,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Carmen,48500501963,Carmen_48500501963,Y,Italy,Italy,F,juv,juvenile,3,Y,N,confirmed dead,terminated over water,unknown,111,9/7/15 0:01,12/26/15 0:01,39.106233,31.709233,16.891899,25.805033,110,y,0.198258,22032.053808,0.999930556,NA,stopped at sea,looks to have died at see and tx floated long after
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Tobia,48500501945,Tobia_48500501945,Y,Italy,Mali,M,juv,juvenile,3,Y,N,alive,active,NA,1349,9/7/15 0:01,5/30/19 5:00,39.1062,37.492649,16.891899,14.568049,1361.207639,y,0.644673,71641.207809,1.020833333,NA,still transmitting,NA
